"Campagna","Codice stazione","Codice aziendale","Reg","Prov","Stazione","Cod Istat","Comune","Linea fisica","Saliti24H","Saliti7-9","Discesi7-9","Corse24H","Corse7-9","Saliti_S","Saliti_R","Saliti_RE","Corse_S","Corse_R","Corse_RE","Tipo giorno","Anno","Calendario","Location","POINT_X","POINT_Y"
"c2024Maggio","2730","S01091","LO","CO","CARUGO - GIUSSANO","13048","Carugo","Seveso - Asso","410","130","50","41","6","0","410","0","0","41","0","Sabato","2024","Invernale","POINT (9.198950125 45.705742211)","9.198950125","45.705742211"
"c2024Novembre","2730","S01091","LO","CO","CARUGO - GIUSSANO","13048","Carugo","Seveso - Asso","940","550","100","51","7","0","940","0","0","51","0","Feriale","2024","Invernale","POINT (9.198950125 45.705742211)","9.198950125","45.705742211"
"c2024Novembre","2730","S01091","LO","CO","CARUGO - GIUSSANO","13048","Carugo","Seveso - Asso","230","20","20","23","3","0","230","0","0","23","0","Festivo","2024","Invernale","POINT (9.198950125 45.705742211)","9.198950125","45.705742211"
"c2024Novembre","2730","S01091","LO","CO","CARUGO - GIUSSANO","13048","Carugo","Seveso - Asso","390","110","60","41","7","0","390","0","0","41","0","Sabato","2024","Invernale","POINT (9.198950125 45.705742211)","9.198950125","45.705742211"
"c2025Luglio","2730","S01091","LO","CO","CARUGO - GIUSSANO","13048","Carugo","Seveso - Asso","550","220","60","52","7","0","550","0","0","52","0","Feriale","2025","Estivo","POINT (9.198950125 45.705742211)","9.198950125","45.70574221"
"c2025Luglio","2730","S01091","LO","CO","CARUGO - GIUSSANO","13048","Carugo","Seveso - Asso","130","20","20","22","2","0","130","0","0","22","0","Festivo","2025","Estivo","POINT (9.198950125 45.705742211)","9.198950125","45.705742211"
"c2025Luglio","2730","S01091","LO","CO","CARUGO - GIUSSANO","13048","Carugo","Seveso - Asso","150","50","30","30","5","0","150","0","0","30","0","Sabato","2025","Estivo","POINT (9.198950125 45.705742211)","9.198950125","45.705742211"
"c2025Maggio","2730","S01091","LO","CO","CARUGO - GIUSSANO","13048","Carugo","Seveso - Asso","820","400","60","52","6","0","820","0","0","52","0","Feriale","2025","Invernale","POINT (9.198950125 45.705742211)","9.198950125","45.705742211"
"c2025Maggio","2730","S01091","LO","CO","CARUGO - GIUSSANO","13048","Carugo","Seveso - Asso","230","30","10","30","3","0","230","0","0","30","0","Festivo","2025","Invernale","POINT (9.198950125 45.705742211)","9.198950125","45.705742211"
"c2025Maggio","2730","S01091","LO","CO","CARUGO - GIUSSANO","13048","Carugo","Seveso - Asso","350","50","30","44","7","0","350","0","0","44","0","Sabato","2025","Invernale","POINT (9.198950125 45.705742211)","9.198950125","45.70574221"
"c2025Novembre","2730","S01091","LO","CO","CARUGO - GIUSSANO","13048","Carugo","Seveso - Asso","940","500","100","52","7","0","940","0","0","52","0","Feriale","2025","Invernale","POINT (9.198950125 45.705742211)","9.198950125","45.705742211"
"c2025Novembre","2730","S01091","LO","CO","CARUGO - GIUSSANO","13048","Carugo","Seveso - Asso","230","50","30","27","3","0","230","0","0","27","0","Festivo","2025","Invernale","POINT (9.198950125 45.705742211)","9.198950125","45.705742211"
"c2025Novembre","2730","S01091","LO","CO","CARUGO - GIUSSANO","13048","Carugo","Seveso - Asso","250","50","40","42","6","0","250","0","0","42","0","Sabato","2025","Invernale","POINT (9.198950125 45.705742211)","9.198950125","45.705742211"
"c2024Luglio","225","S01609","LO","CR","CASALBUTTANO","19016","Casalbuttano ed Uniti","BERGAMO-CREMONA","240","30","20","35","4","0","240","0","0","35","0","Feriale","2024","Estivo","POINT (9.962387322 45.255479026)","9.962387322","45.255479026"
"c2024Luglio","225","S01609","LO","CR","CASALBUTTANO","19016","Casalbuttano ed Uniti","BERGAMO-CREMONA","10","10","10","2","1","0","10","0","0","2","0","Festivo","2024","Estivo","POINT (9.962387322 45.255479026)","9.962387322","45.25547903"
"c2024Luglio","225","S01609","LO","CR","CASALBUTTANO","19016","Casalbuttano ed Uniti","BERGAMO-CREMONA","220","40","20","32","4","0","220","0","0","32","0","Sabato","2024","Estivo","POINT (9.962387322 45.255479026)","9.962387322","45.255479026"
"c2024Maggio","225","S01609","LO","CR","CASALBUTTANO","19016","Casalbuttano ed Uniti","BERGAMO-CREMONA","250","40","20","36","4","0","250","0","0","36","0","Feriale","2024","Invernale","POINT (9.962387322 45.255479026)","9.962387322","45.255479026"
"c2024Maggio","225","S01609","LO","CR","CASALBUTTANO","19016","Casalbuttano ed Uniti","BERGAMO-CREMONA","180","30","10","32","4","0","180","0","0","32","0","Festivo","2024","Invernale","POINT (9.962387322 45.255479026)","9.962387322","45.255479026"
"c2024Maggio","225","S01609","LO","CR","CASALBUTTANO","19016","Casalbuttano ed Uniti","BERGAMO-CREMONA","240","40","20","32","4","0","240","0","0","32","0","Sabato","2024","Invernale","POINT (9.962387322 45.255479026)","9.962387322","45.255479026"
"c2024Novembre","225","S01609","LO","CR","CASALBUTTANO","19016","Casalbuttano ed Uniti","BERGAMO-CREMONA","230","40","20","36","4","0","230","0","0","36","0","Feriale","2024","Invernale","POINT (9.962387322 45.255479026)","9.962387322","45.25547903"
"c2024Novembre","225","S01609","LO","CR","CASALBUTTANO","19016","Casalbuttano ed Uniti","BERGAMO-CREMONA","210","30","10","31","4","0","210","0","0","31","0","Festivo","2024","Invernale","POINT (9.962387322 45.255479026)","9.962387322","45.255479026"
"c2024Novembre","225","S01609","LO","CR","CASALBUTTANO","19016","Casalbuttano ed Uniti","BERGAMO-CREMONA","240","40","20","32","4","0","240","0","0","32","0","Sabato","2024","Invernale","POINT (9.962387322 45.255479026)","9.962387322","45.255479026"
"c2025Luglio","225","S01609","LO","CR","CASALBUTTANO","19016","Casalbuttano ed Uniti","BERGAMO-CREMONA","260","30","20","36","3","0","260","0","0","36","0","Feriale","2025","Estivo","POINT (9.962387322 45.255479026)","9.962387322","45.255479026"
"c2025Luglio","225","S01609","LO","CR","CASALBUTTANO","19016","Casalbuttano ed Uniti","BERGAMO-CREMONA","180","20","10","32","3","0","180","0","0","32","0","Festivo","2025","Estivo","POINT (9.962387322 45.255479026)","9.962387322","45.255479026"
"c2025Luglio","225","S01609","LO","CR","CASALBUTTANO","19016","Casalbuttano ed Uniti","BERGAMO-CREMONA","240","60","30","32","5","0","240","0","0","32","0","Sabato","2025","Estivo","POINT (9.962387322 45.255479026)","9.962387322","45.25547903"
"c2025Maggio","225","S01609","LO","CR","CASALBUTTANO","19016","Casalbuttano ed Uniti","BERGAMO-CREMONA","360","30","10","36","3","0","360","0","0","36","0","Feriale","2025","Invernale","POINT (9.962387322 45.255479026)","9.962387322","45.255479026"
"c2025Maggio","225","S01609","LO","CR","CASALBUTTANO","19016","Casalbuttano ed Uniti","BERGAMO-CREMONA","220","30","20","32","4","0","220","0","0","32","0","Festivo","2025","Invernale","POINT (9.962387322 45.255479026)","9.962387322","45.255479026"
"c2025Maggio","225","S01609","LO","CR","CASALBUTTANO","19016","Casalbuttano ed Uniti","BERGAMO-CREMONA","300","40","20","32","4","0","300","0","0","32","0","Sabato","2025","Invernale","POINT (9.962387322 45.255479026)","9.962387322","45.255479026"
"c2025Novembre","225","S01609","LO","CR","CASALBUTTANO","19016","Casalbuttano ed Uniti","BERGAMO-CREMONA","320","110","30","36","5","0","320","0","0","36","0","Feriale","2025","Invernale","POINT (9.962387322 45.255479026)","9.962387322","45.255479026"
"c2025Novembre","225","S01609","LO","CR","CASALBUTTANO","19016","Casalbuttano ed Uniti","BERGAMO-CREMONA","210","30","20","32","5","0","210","0","0","32","0","Festivo","2025","Invernale","POINT (9.962387322 45.255479026)","9.962387322","45.25547903"
"c2025Novembre","225","S01609","LO","CR","CASALBUTTANO","19016","Casalbuttano ed Uniti","BERGAMO-CREMONA","300","60","20","32","4","0","300","0","0","32","0","Sabato","2025","Invernale","POINT (9.962387322 45.255479026)","9.962387322","45.255479026"
"c2024Luglio","221","S01604","LO","CR","CASALETTO VAPRIO","19020","Casaletto Vaprio","BERGAMO-CREMONA","140","20","20","34","3","0","140","0","0","34","0","Feriale","2024","Estivo","POINT (9.631769572 45.408725407)","9.631769572","45.408725407"
"c2024Luglio","221","S01604","LO","CR","CASALETTO VAPRIO","19020","Casaletto Vaprio","BERGAMO-CREMONA","10","10","10","2","1","0","10","0","0","2","0","Festivo","2024","Estivo","POINT (9.631769572 45.408725407)","9.631769572","45.408725407"
"c2024Luglio","221","S01604","LO","CR","CASALETTO VAPRIO","19020","Casaletto Vaprio","BERGAMO-CREMONA","130","30","20","32","4","0","130","0","0","32","0","Sabato","2024","Estivo","POINT (9.631769572 45.408725407)","9.631769572","45.408725407"
"c2024Maggio","221","S01604","LO","CR","CASALETTO VAPRIO","19020","Casaletto Vaprio","BERGAMO-CREMONA","150","30","20","35","4","0","150","0","0","35","0","Feriale","2024","Invernale","POINT (9.631769572 45.408725407)","9.631769572","45.40872541"
"c2024Maggio","221","S01604","LO","CR","CASALETTO VAPRIO","19020","Casaletto Vaprio","BERGAMO-CREMONA","90","20","10","32","4","0","90","0","0","32","0","Festivo","2024","Invernale","POINT (9.631769572 45.408725407)","9.631769572","45.408725407"
"c2024Maggio","221","S01604","LO","CR","CASALETTO VAPRIO","19020","Casaletto Vaprio","BERGAMO-CREMONA","130","30","10","32","4","0","130","0","0","32","0","Sabato","2024","Invernale","POINT (9.631769572 45.408725407)","9.631769572","45.408725407"
"c2024Novembre","221","S01604","LO","CR","CASALETTO VAPRIO","19020","Casaletto Vaprio","BERGAMO-CREMONA","180","50","10","35","4","0","180","0","0","35","0","Feriale","2024","Invernale","POINT (9.631769572 45.408725407)","9.631769572","45.408725407"
"c2024Novembre","221","S01604","LO","CR","CASALETTO VAPRIO","19020","Casaletto Vaprio","BERGAMO-CREMONA","110","30","20","31","4","0","110","0","0","31","0","Festivo","2024","Invernale","POINT (9.631769572 45.408725407)","9.631769572","45.408725407"
"c2024Novembre","221","S01604","LO","CR","CASALETTO VAPRIO","19020","Casaletto Vaprio","BERGAMO-CREMONA","150","30","20","32","4","0","150","0","0","32","0","Sabato","2024","Invernale","POINT (9.631769572 45.408725407)","9.631769572","45.40872541"
"c2025Luglio","221","S01604","LO","CR","CASALETTO VAPRIO","19020","Casaletto Vaprio","BERGAMO-CREMONA","160","40","10","33","3","0","160","0","0","33","0","Feriale","2025","Estivo","POINT (9.631769572 45.408725407)","9.631769572","45.408725407"
"c2025Luglio","221","S01604","LO","CR","CASALETTO VAPRIO","19020","Casaletto Vaprio","BERGAMO-CREMONA","140","30","20","32","4","0","140","0","0","32","0","Festivo","2025","Estivo","POINT (9.631769572 45.408725407)","9.631769572","45.408725407"
"c2025Luglio","221","S01604","LO","CR","CASALETTO VAPRIO","19020","Casaletto Vaprio","BERGAMO-CREMONA","120","30","20","32","4","0","120","0","0","32","0","Sabato","2025","Estivo","POINT (9.631769572 45.408725407)","9.631769572","45.408725407"
"c2025Maggio","221","S01604","LO","CR","CASALETTO VAPRIO","19020","Casaletto Vaprio","BERGAMO-CREMONA","210","70","20","35","5","0","210","0","0","35","0","Feriale","2025","Invernale","POINT (9.631769572 45.408725407)","9.631769572","45.408725407"
"c2025Maggio","221","S01604","LO","CR","CASALETTO VAPRIO","19020","Casaletto Vaprio","BERGAMO-CREMONA","100","20","10","32","4","0","100","0","0","32","0","Festivo","2025","Invernale","POINT (9.631769572 45.408725407)","9.631769572","45.40872541"
"c2025Maggio","221","S01604","LO","CR","CASALETTO VAPRIO","19020","Casaletto Vaprio","BERGAMO-CREMONA","140","20","10","32","4","0","140","0","0","32","0","Sabato","2025","Invernale","POINT (9.631769572 45.408725407)","9.631769572","45.408725407"
"c2025Novembre","221","S01604","LO","CR","CASALETTO VAPRIO","19020","Casaletto Vaprio","BERGAMO-CREMONA","190","70","20","33","4","0","190","0","0","33","0","Feriale","2025","Invernale","POINT (9.631769572 45.408725407)","9.631769572","45.408725407"
"c2025Novembre","221","S01604","LO","CR","CASALETTO VAPRIO","19020","Casaletto Vaprio","BERGAMO-CREMONA","120","20","10","32","4","0","120","0","0","32","0","Festivo","2025","Invernale","POINT (9.631769572 45.408725407)","9.631769572","45.408725407"
"c2025Novembre","221","S01604","LO","CR","CASALETTO VAPRIO","19020","Casaletto Vaprio","BERGAMO-CREMONA","140","30","10","32","4","0","140","0","0","32","0","Sabato","2025","Invernale","POINT (9.631769572 45.408725407)","9.631769572","45.408725407"
"c2024Luglio","278","S01850","LO","CR","CASALMAGGIORE","19021","Casalmaggiore","BRESCIA-PARMA","460","90","90","34","4","0","460","0","0","34","0","Feriale","2024","Estivo","POINT (10.425041217 44.993222003)","10.42504122","44.993222"
"c2024Luglio","278","S01850","LO","CR","CASALMAGGIORE","19021","Casalmaggiore","BRESCIA-PARMA","290","50","70","23","3","0","290","0","0","23","0","Festivo","2024","Estivo","POINT (10.425041217 44.993222003)","10.425041217","44.993222003"
"c2024Luglio","278","S01850","LO","CR","CASALMAGGIORE","19021","Casalmaggiore","BRESCIA-PARMA","280","40","30","32","3","0","280","0","0","32","0","Sabato","2024","Estivo","POINT (10.425041217 44.993222003)","10.425041217","44.993222003"
"c2024Maggio","278","S01850","LO","CR","CASALMAGGIORE","19021","Casalmaggiore","BRESCIA-PARMA","470","120","90","34","4","0","470","0","0","34","0","Feriale","2024","Invernale","POINT (10.425041217 44.993222003)","10.425041217","44.993222003"
"c2024Maggio","278","S01850","LO","CR","CASALMAGGIORE","19021","Casalmaggiore","BRESCIA-PARMA","330","60","50","24","3","0","330","0","0","24","0","Festivo","2024","Invernale","POINT (10.425041217 44.993222003)","10.425041217","44.993222003"
"c2024Maggio","278","S01850","LO","CR","CASALMAGGIORE","19021","Casalmaggiore","BRESCIA-PARMA","420","80","80","33","4","0","420","0","0","33","0","Sabato","2024","Invernale","POINT (10.425041217 44.993222003)","10.42504122","44.993222"
"c2024Novembre","278","S01850","LO","CR","CASALMAGGIORE","19021","Casalmaggiore","BRESCIA-PARMA","500","150","90","34","4","0","500","0","0","34","0","Feriale","2024","Invernale","POINT (10.425041217 44.993222003)","10.425041217","44.993222003"
"c2024Novembre","278","S01850","LO","CR","CASALMAGGIORE","19021","Casalmaggiore","BRESCIA-PARMA","310","60","50","23","3","0","310","0","0","23","0","Festivo","2024","Invernale","POINT (10.425041217 44.993222003)","10.425041217","44.993222003"
"c2024Novembre","278","S01850","LO","CR","CASALMAGGIORE","19021","Casalmaggiore","BRESCIA-PARMA","420","70","60","34","4","0","420","0","0","34","0","Sabato","2024","Invernale","POINT (10.425041217 44.993222003)","10.425041217","44.993222003"
"c2025Luglio","278","S01850","LO","CR","CASALMAGGIORE","19021","Casalmaggiore","BRESCIA-PARMA","450","50","40","34","4","0","450","0","0","34","0","Feriale","2025","Estivo","POINT (10.425041217 44.993222003)","10.425041217","44.993222003"
"c2025Luglio","278","S01850","LO","CR","CASALMAGGIORE","19021","Casalmaggiore","BRESCIA-PARMA","190","20","30","20","3","0","190","0","0","20","0","Festivo","2025","Estivo","POINT (10.425041217 44.993222003)","10.42504122","44.993222"
"c2025Luglio","278","S01850","LO","CR","CASALMAGGIORE","19021","Casalmaggiore","BRESCIA-PARMA","350","90","70","32","4","0","350","0","0","32","0","Sabato","2025","Estivo","POINT (10.425041217 44.993222003)","10.425041217","44.993222003"
"c2025Maggio","278","S01850","LO","CR","CASALMAGGIORE","19021","Casalmaggiore","BRESCIA-PARMA","530","140","100","34","4","0","530","0","0","34","0","Feriale","2025","Invernale","POINT (10.425041217 44.993222003)","10.425041217","44.993222003"
"c2025Maggio","278","S01850","LO","CR","CASALMAGGIORE","19021","Casalmaggiore","BRESCIA-PARMA","340","60","50","24","3","0","340","0","0","24","0","Festivo","2025","Invernale","POINT (10.425041217 44.993222003)","10.425041217","44.993222003"
"c2025Maggio","278","S01850","LO","CR","CASALMAGGIORE","19021","Casalmaggiore","BRESCIA-PARMA","450","60","50","34","4","0","450","0","0","34","0","Sabato","2025","Invernale","POINT (10.425041217 44.993222003)","10.425041217","44.993222003"
"c2025Novembre","278","S01850","LO","CR","CASALMAGGIORE","19021","Casalmaggiore","BRESCIA-PARMA","500","130","90","34","4","0","500","0","0","34","0","Feriale","2025","Invernale","POINT (10.425041217 44.993222003)","10.42504122","44.993222"
"c2025Novembre","278","S01850","LO","CR","CASALMAGGIORE","19021","Casalmaggiore","BRESCIA-PARMA","250","30","30","24","3","0","250","0","0","24","0","Festivo","2025","Invernale","POINT (10.425041217 44.993222003)","10.425041217","44.993222003"
"c2025Novembre","278","S01850","LO","CR","CASALMAGGIORE","19021","Casalmaggiore","BRESCIA-PARMA","440","70","50","33","4","0","440","0","0","33","0","Sabato","2025","Invernale","POINT (10.425041217 44.993222003)","10.425041217","44.993222003"
"c2024Luglio","264","S01827","LO","LO","CASALPUSTERLENGO","98010","Casalpusterlengo","MILANO-BOLOGNA","1.470","320","140","65","9","0","1.450","20","0","63","2","Feriale","2024","Estivo","POINT (9.653655261 45.182559249)","9.653655261","45.182559249"
"c2024Luglio","264","S01827","LO","LO","CASALPUSTERLENGO","98010","Casalpusterlengo","MILANO-BOLOGNA","700","80","60","49","5","0","690","20","0","47","2","Festivo","2024","Estivo","POINT (9.653655261 45.182559249)","9.653655261","45.182559249"
"c2024Luglio","264","S01827","LO","LO","CASALPUSTERLENGO","98010","Casalpusterlengo","MILANO-BOLOGNA","950","120","80","55","6","0","920","30","0","53","2","Sabato","2024","Estivo","POINT (9.653655261 45.182559249)","9.653655261","45.18255925"
"c2024Maggio","264","S01827","LO","LO","CASALPUSTERLENGO","98010","Casalpusterlengo","MILANO-BOLOGNA","1.780","440","280","64","9","0","1.770","20","0","62","2","Feriale","2024","Invernale","POINT (9.653655261 45.182559249)","9.653655261","45.182559249"
"c2024Maggio","264","S01827","LO","LO","CASALPUSTERLENGO","98010","Casalpusterlengo","MILANO-BOLOGNA","720","80","30","50","5","0","710","20","0","48","2","Festivo","2024","Invernale","POINT (9.653655261 45.182559249)","9.653655261","45.182559249"
"c2024Maggio","264","S01827","LO","LO","CASALPUSTERLENGO","98010","Casalpusterlengo","MILANO-BOLOGNA","1.000","140","160","54","5","0","980","20","0","52","2","Sabato","2024","Invernale","POINT (9.653655261 45.182559249)","9.653655261","45.182559249"
"c2024Novembre","264","S01827","LO","LO","CASALPUSTERLENGO","98010","Casalpusterlengo","MILANO-BOLOGNA","2.110","530","370","68","10","0","2.050","60","0","66","2","Feriale","2024","Invernale","POINT (9.653655261 45.182559249)","9.653655261","45.182559249"
"c2024Novembre","264","S01827","LO","LO","CASALPUSTERLENGO","98010","Casalpusterlengo","MILANO-BOLOGNA","860","90","50","52","5","0","850","10","0","50","2","Festivo","2024","Invernale","POINT (9.653655261 45.182559249)","9.653655261","45.18255925"
"c2024Novembre","264","S01827","LO","LO","CASALPUSTERLENGO","98010","Casalpusterlengo","MILANO-BOLOGNA","1.080","170","150","58","7","0","1.070","20","0","56","2","Sabato","2024","Invernale","POINT (9.653655261 45.182559249)","9.653655261","45.182559249"
"c2025Luglio","264","S01827","LO","LO","CASALPUSTERLENGO","98010","Casalpusterlengo","MILANO-BOLOGNA","1.730","330","220","68","10","0","1.710","20","0","66","2","Feriale","2025","Estivo","POINT (9.653655261 45.182559249)","9.653655261","45.182559249"
"c2025Luglio","264","S01827","LO","LO","CASALPUSTERLENGO","98010","Casalpusterlengo","MILANO-BOLOGNA","760","110","40","47","5","0","750","20","0","45","2","Festivo","2025","Estivo","POINT (9.653655261 45.182559249)","9.653655261","45.182559249"
"c2025Luglio","264","S01827","LO","LO","CASALPUSTERLENGO","98010","Casalpusterlengo","MILANO-BOLOGNA","1.030","130","90","58","8","0","1.030","10","0","56","2","Sabato","2025","Estivo","POINT (9.653655261 45.182559249)","9.653655261","45.182559249"
"c2025Maggio","264","S01827","LO","LO","CASALPUSTERLENGO","98010","Casalpusterlengo","MILANO-BOLOGNA","2.050","540","390","69","11","0","2.040","20","0","67","2","Feriale","2025","Invernale","POINT (9.653655261 45.182559249)","9.653655261","45.18255925"
"c2025Maggio","264","S01827","LO","LO","CASALPUSTERLENGO","98010","Casalpusterlengo","MILANO-BOLOGNA","960","100","60","52","5","0","950","20","0","50","2","Festivo","2025","Invernale","POINT (9.653655261 45.182559249)","9.653655261","45.182559249"
"c2025Maggio","264","S01827","LO","LO","CASALPUSTERLENGO","98010","Casalpusterlengo","MILANO-BOLOGNA","1.120","160","130","60","6","0","1.110","20","0","58","2","Sabato","2025","Invernale","POINT (9.653655261 45.182559249)","9.653655261","45.182559249"
"c2025Novembre","264","S01827","LO","LO","CASALPUSTERLENGO","98010","Casalpusterlengo","MILANO-BOLOGNA","2.350","480","380","68","9","0","2.330","20","0","66","2","Feriale","2025","Invernale","POINT (9.653655261 45.182559249)","9.653655261","45.182559249"
"c2025Novembre","264","S01827","LO","LO","CASALPUSTERLENGO","98010","Casalpusterlengo","MILANO-BOLOGNA","930","110","70","49","6","0","920","20","0","47","2","Festivo","2025","Invernale","POINT (9.653655261 45.182559249)","9.653655261","45.182559249"
"c2025Novembre","264","S01827","LO","LO","CASALPUSTERLENGO","98010","Casalpusterlengo","MILANO-BOLOGNA","1.460","190","160","60","6","0","1.430","40","0","58","2","Sabato","2025","Invernale","POINT (9.653655261 45.182559249)","9.653655261","45.18255925"
"c2024Maggio","171","S01457","LO","LC","CASLETTO-ROGENO","97072","Rogeno","ALBATE-MOLTENO","60","40","10","22","4","0","60","0","0","22","0","Feriale","2024","Invernale","POINT (9.275406768 45.786104223)","9.275406768","45.786104223"
"c2024Maggio","171","S01457","LO","LC","CASLETTO-ROGENO","97072","Rogeno","ALBATE-MOLTENO","60","40","10","22","4","0","60","0","0","22","0","Sabato","2024","Invernale","POINT (9.275406768 45.786104223)","9.275406768","45.786104223"
"c2024Novembre","171","S01457","LO","LC","CASLETTO-ROGENO","97072","Rogeno","ALBATE-MOLTENO","70","40","10","22","4","0","70","0","0","22","0","Feriale","2024","Invernale","POINT (9.275406768 45.786104223)","9.275406768","45.786104223"
"c2024Novembre","171","S01457","LO","LC","CASLETTO-ROGENO","97072","Rogeno","ALBATE-MOLTENO","60","30","10","22","4","0","60","0","0","22","0","Sabato","2024","Invernale","POINT (9.275406768 45.786104223)","9.275406768","45.786104223"
"c2025Luglio","171","S01457","LO","LC","CASLETTO-ROGENO","97072","Rogeno","ALBATE-MOLTENO","40","10","10","22","4","0","40","0","0","22","0","Feriale","2025","Estivo","POINT (9.275406768 45.786104223)","9.275406768","45.78610422"
"c2025Luglio","171","S01457","LO","LC","CASLETTO-ROGENO","97072","Rogeno","ALBATE-MOLTENO","40","10","10","22","4","0","40","0","0","22","0","Sabato","2025","Estivo","POINT (9.275406768 45.786104223)","9.275406768","45.786104223"
"c2025Maggio","171","S01457","LO","LC","CASLETTO-ROGENO","97072","Rogeno","ALBATE-MOLTENO","90","60","10","22","4","0","90","0","0","22","0","Feriale","2025","Invernale","POINT (9.275406768 45.786104223)","9.275406768","45.786104223"
"c2025Maggio","171","S01457","LO","LC","CASLETTO-ROGENO","97072","Rogeno","ALBATE-MOLTENO","70","30","10","22","4","0","70","0","0","22","0","Sabato","2025","Invernale","POINT (9.275406768 45.786104223)","9.275406768","45.786104223"
"c2025Novembre","171","S01457","LO","LC","CASLETTO-ROGENO","97072","Rogeno","ALBATE-MOLTENO","80","50","10","22","4","0","80","0","0","22","0","Feriale","2025","Invernale","POINT (9.275406768 45.786104223)","9.275406768","45.786104223"
"c2025Novembre","171","S01457","LO","LC","CASLETTO-ROGENO","97072","Rogeno","ALBATE-MOLTENO","60","40","0","22","4","0","60","0","0","22","0","Sabato","2025","Invernale","POINT (9.275406768 45.786104223)","9.275406768","45.78610422"
"c2024Luglio","2731","S01758","LO","CO","CASLINO AL PIANO","13036","Cadorago","Saronno - Como","310","110","30","62","8","0","300","10","0","61","1","Feriale","2024","Estivo","POINT (9.040174552 45.711047814)","9.040174552","45.711047814"
"c2024Luglio","2731","S01758","LO","CO","CASLINO AL PIANO","13036","Cadorago","Saronno - Como","110","30","10","36","4","0","110","0","0","36","0","Festivo","2024","Estivo","POINT (9.040174552 45.711047814)","9.040174552","45.711047814"
"c2024Luglio","2731","S01758","LO","CO","CASLINO AL PIANO","13036","Cadorago","Saronno - Como","170","30","20","45","6","0","170","0","0","44","1","Sabato","2024","Estivo","POINT (9.040174552 45.711047814)","9.040174552","45.711047814"
"c2024Maggio","2731","S01758","LO","CO","CASLINO AL PIANO","13036","Cadorago","Saronno - Como","460","240","40","64","8","0","450","10","0","63","1","Feriale","2024","Invernale","POINT (9.040174552 45.711047814)","9.040174552","45.711047814"
"c2024Maggio","2731","S01758","LO","CO","CASLINO AL PIANO","13036","Cadorago","Saronno - Como","150","30","10","36","4","0","150","0","0","36","0","Festivo","2024","Invernale","POINT (9.040174552 45.711047814)","9.040174552","45.71104781"
"c2024Maggio","2731","S01758","LO","CO","CASLINO AL PIANO","13036","Cadorago","Saronno - Como","220","60","20","52","7","0","220","10","0","51","1","Sabato","2024","Invernale","POINT (9.040174552 45.711047814)","9.040174552","45.711047814"
"c2024Novembre","2731","S01758","LO","CO","CASLINO AL PIANO","13036","Cadorago","Saronno - Como","560","310","50","66","10","0","550","10","0","65","1","Feriale","2024","Invernale","POINT (9.040174552 45.711047814)","9.040174552","45.711047814"
"c2024Novembre","2731","S01758","LO","CO","CASLINO AL PIANO","13036","Cadorago","Saronno - Como","160","0","10","30","2","0","160","0","0","30","0","Festivo","2024","Invernale","POINT (9.040174552 45.711047814)","9.040174552","45.711047814"
"c2024Novembre","2731","S01758","LO","CO","CASLINO AL PIANO","13036","Cadorago","Saronno - Como","190","30","20","49","6","0","190","10","0","48","1","Sabato","2024","Invernale","POINT (9.040174552 45.711047814)","9.040174552","45.711047814"
"c2025Luglio","2731","S01758","LO","CO","CASLINO AL PIANO","13036","Cadorago","Saronno - Como","350","120","50","58","8","0","340","10","0","57","1","Feriale","2025","Estivo","POINT (9.040174552 45.711047814)","9.040174552","45.71104781"
"c2025Luglio","2731","S01758","LO","CO","CASLINO AL PIANO","13036","Cadorago","Saronno - Como","160","20","10","37","3","0","160","0","0","37","0","Festivo","2025","Estivo","POINT (9.040174552 45.711047814)","9.040174552","45.711047814"
"c2025Luglio","2731","S01758","LO","CO","CASLINO AL PIANO","13036","Cadorago","Saronno - Como","200","30","20","42","6","0","200","0","0","42","0","Sabato","2025","Estivo","POINT (9.040174552 45.711047814)","9.040174552","45.711047814"
"c2025Maggio","2731","S01758","LO","CO","CASLINO AL PIANO","13036","Cadorago","Saronno - Como","530","180","40","64","8","0","520","10","0","63","1","Feriale","2025","Invernale","POINT (9.040174552 45.711047814)","9.040174552","45.711047814"
"c2025Maggio","2731","S01758","LO","CO","CASLINO AL PIANO","13036","Cadorago","Saronno - Como","190","30","20","38","4","0","190","0","0","38","0","Festivo","2025","Invernale","POINT (9.040174552 45.711047814)","9.040174552","45.711047814"
"c2025Maggio","2731","S01758","LO","CO","CASLINO AL PIANO","13036","Cadorago","Saronno - Como","280","50","20","48","6","0","270","10","0","47","1","Sabato","2025","Invernale","POINT (9.040174552 45.711047814)","9.040174552","45.71104781"
"c2025Novembre","2731","S01758","LO","CO","CASLINO AL PIANO","13036","Cadorago","Saronno - Como","460","220","40","64","8","0","450","10","0","63","1","Feriale","2025","Invernale","POINT (9.040174552 45.711047814)","9.040174552","45.711047814"
"c2025Novembre","2731","S01758","LO","CO","CASLINO AL PIANO","13036","Cadorago","Saronno - Como","200","20","20","38","4","0","200","0","0","38","0","Festivo","2025","Invernale","POINT (9.040174552 45.711047814)","9.040174552","45.711047814"
"c2025Novembre","2731","S01758","LO","CO","CASLINO AL PIANO","13036","Cadorago","Saronno - Como","210","40","20","48","6","0","210","10","0","47","1","Sabato","2025","Invernale","POINT (9.040174552 45.711047814)","9.040174552","45.711047814"
