"Campagna","Codice stazione","Codice aziendale","Reg","Prov","Stazione","Cod Istat","Comune","Linea fisica","Saliti24H","Saliti7-9","Discesi7-9","Corse24H","Corse7-9","Saliti_S","Saliti_R","Saliti_RE","Corse_S","Corse_R","Corse_RE","Tipo giorno","Anno","Calendario","Location","POINT_X","POINT_Y"
"c2024Luglio","2732","S01098","LO","CO","CASLINO D'ERBA","13052","Caslino d'Erba","Seveso - Asso","60","10","0","31","2","0","60","0","0","31","0","Feriale","2024","Estivo","POINT (9.232326937 45.835130456)","9.232326937","45.835130456"
"c2024Luglio","2732","S01098","LO","CO","CASLINO D'ERBA","13052","Caslino d'Erba","Seveso - Asso","50","10","10","26","1","0","50","0","0","26","0","Festivo","2024","Estivo","POINT (9.232326937 45.835130456)","9.232326937","45.83513046"
"c2024Luglio","2732","S01098","LO","CO","CASLINO D'ERBA","13052","Caslino d'Erba","Seveso - Asso","30","0","0","27","2","0","30","0","0","27","0","Sabato","2024","Estivo","POINT (9.232326937 45.835130456)","9.232326937","45.835130456"
"c2024Maggio","2732","S01098","LO","CO","CASLINO D'ERBA","13052","Caslino d'Erba","Seveso - Asso","50","0","0","31","2","0","50","0","0","31","0","Feriale","2024","Invernale","POINT (9.232326937 45.835130456)","9.232326937","45.835130456"
"c2024Maggio","2732","S01098","LO","CO","CASLINO D'ERBA","13052","Caslino d'Erba","Seveso - Asso","50","10","10","28","2","0","50","0","0","28","0","Festivo","2024","Invernale","POINT (9.232326937 45.835130456)","9.232326937","45.835130456"
"c2024Maggio","2732","S01098","LO","CO","CASLINO D'ERBA","13052","Caslino d'Erba","Seveso - Asso","60","0","0","28","2","0","60","0","0","28","0","Sabato","2024","Invernale","POINT (9.232326937 45.835130456)","9.232326937","45.835130456"
"c2024Novembre","2732","S01098","LO","CO","CASLINO D'ERBA","13052","Caslino d'Erba","Seveso - Asso","120","20","20","32","4","0","120","0","0","32","0","Feriale","2024","Invernale","POINT (9.232326937 45.835130456)","9.232326937","45.83513046"
"c2024Novembre","2732","S01098","LO","CO","CASLINO D'ERBA","13052","Caslino d'Erba","Seveso - Asso","70","10","10","24","3","0","70","0","0","24","0","Festivo","2024","Invernale","POINT (9.232326937 45.835130456)","9.232326937","45.835130456"
"c2024Novembre","2732","S01098","LO","CO","CASLINO D'ERBA","13052","Caslino d'Erba","Seveso - Asso","50","10","20","29","4","0","50","0","0","29","0","Sabato","2024","Invernale","POINT (9.232326937 45.835130456)","9.232326937","45.835130456"
"c2025Luglio","2732","S01098","LO","CO","CASLINO D'ERBA","13052","Caslino d'Erba","Seveso - Asso","130","10","10","34","3","0","130","0","0","34","0","Feriale","2025","Estivo","POINT (9.232326937 45.835130456)","9.232326937","45.835130456"
"c2025Luglio","2732","S01098","LO","CO","CASLINO D'ERBA","13052","Caslino d'Erba","Seveso - Asso","40","0","0","21","3","0","40","0","0","21","0","Festivo","2025","Estivo","POINT (9.232326937 45.835130456)","9.232326937","45.835130456"
"c2025Luglio","2732","S01098","LO","CO","CASLINO D'ERBA","13052","Caslino d'Erba","Seveso - Asso","50","10","10","24","3","0","50","0","0","24","0","Sabato","2025","Estivo","POINT (9.232326937 45.835130456)","9.232326937","45.83513046"
"c2025Maggio","2732","S01098","LO","CO","CASLINO D'ERBA","13052","Caslino d'Erba","Seveso - Asso","260","30","10","34","3","0","260","0","0","34","0","Feriale","2025","Invernale","POINT (9.232326937 45.835130456)","9.232326937","45.835130456"
"c2025Maggio","2732","S01098","LO","CO","CASLINO D'ERBA","13052","Caslino d'Erba","Seveso - Asso","60","10","10","28","3","0","60","0","0","28","0","Festivo","2025","Invernale","POINT (9.232326937 45.835130456)","9.232326937","45.835130456"
"c2025Maggio","2732","S01098","LO","CO","CASLINO D'ERBA","13052","Caslino d'Erba","Seveso - Asso","100","0","0","31","3","0","100","0","0","31","0","Sabato","2025","Invernale","POINT (9.232326937 45.835130456)","9.232326937","45.835130456"
"c2025Novembre","2732","S01098","LO","CO","CASLINO D'ERBA","13052","Caslino d'Erba","Seveso - Asso","290","120","20","34","3","0","290","0","0","34","0","Feriale","2025","Invernale","POINT (9.232326937 45.835130456)","9.232326937","45.835130456"
"c2025Novembre","2732","S01098","LO","CO","CASLINO D'ERBA","13052","Caslino d'Erba","Seveso - Asso","150","30","20","26","3","0","150","0","0","26","0","Festivo","2025","Invernale","POINT (9.232326937 45.835130456)","9.232326937","45.83513046"
"c2025Novembre","2732","S01098","LO","CO","CASLINO D'ERBA","13052","Caslino d'Erba","Seveso - Asso","160","30","10","30","2","0","160","0","0","30","0","Sabato","2025","Invernale","POINT (9.232326937 45.835130456)","9.232326937","45.835130456"
"c2024Luglio","76","S01029","LO","VA","CASORATE SEMPIONE","12039","Casorate Sempione","DOMODOSSOLA-MILANO","170","40","20","18","2","0","170","0","0","18","0","Feriale","2024","Estivo","POINT (8.743986914 45.675152648)","8.743986914","45.675152648"
"c2024Luglio","76","S01029","LO","VA","CASORATE SEMPIONE","12039","Casorate Sempione","DOMODOSSOLA-MILANO","20","0","0","5","1","0","20","0","0","5","0","Festivo","2024","Estivo","POINT (8.743986914 45.675152648)","8.743986914","45.675152648"
"c2024Luglio","76","S01029","LO","VA","CASORATE SEMPIONE","12039","Casorate Sempione","DOMODOSSOLA-MILANO","120","30","20","20","2","0","120","0","0","20","0","Sabato","2024","Estivo","POINT (8.743986914 45.675152648)","8.743986914","45.675152648"
"c2024Maggio","76","S01029","LO","VA","CASORATE SEMPIONE","12039","Casorate Sempione","DOMODOSSOLA-MILANO","330","120","30","30","5","0","330","0","0","30","0","Feriale","2024","Invernale","POINT (8.743986914 45.675152648)","8.743986914","45.67515265"
"c2024Maggio","76","S01029","LO","VA","CASORATE SEMPIONE","12039","Casorate Sempione","DOMODOSSOLA-MILANO","90","10","10","15","2","0","90","0","0","15","0","Festivo","2024","Invernale","POINT (8.743986914 45.675152648)","8.743986914","45.675152648"
"c2024Maggio","76","S01029","LO","VA","CASORATE SEMPIONE","12039","Casorate Sempione","DOMODOSSOLA-MILANO","180","30","20","28","5","0","180","0","0","28","0","Sabato","2024","Invernale","POINT (8.743986914 45.675152648)","8.743986914","45.675152648"
"c2024Novembre","76","S01029","LO","VA","CASORATE SEMPIONE","12039","Casorate Sempione","DOMODOSSOLA-MILANO","390","180","40","30","5","0","390","0","0","30","0","Feriale","2024","Invernale","POINT (8.743986914 45.675152648)","8.743986914","45.675152648"
"c2024Novembre","76","S01029","LO","VA","CASORATE SEMPIONE","12039","Casorate Sempione","DOMODOSSOLA-MILANO","90","10","10","15","2","0","90","0","0","15","0","Festivo","2024","Invernale","POINT (8.743986914 45.675152648)","8.743986914","45.675152648"
"c2024Novembre","76","S01029","LO","VA","CASORATE SEMPIONE","12039","Casorate Sempione","DOMODOSSOLA-MILANO","210","50","20","28","5","0","210","0","0","28","0","Sabato","2024","Invernale","POINT (8.743986914 45.675152648)","8.743986914","45.67515265"
"c2025Luglio","76","S01029","LO","VA","CASORATE SEMPIONE","12039","Casorate Sempione","DOMODOSSOLA-MILANO","360","80","30","35","5","0","360","0","0","35","0","Feriale","2025","Estivo","POINT (8.743986914 45.675152648)","8.743986914","45.675152648"
"c2025Luglio","76","S01029","LO","VA","CASORATE SEMPIONE","12039","Casorate Sempione","DOMODOSSOLA-MILANO","180","30","20","26","2","0","180","0","0","26","0","Festivo","2025","Estivo","POINT (8.743986914 45.675152648)","8.743986914","45.675152648"
"c2025Luglio","76","S01029","LO","VA","CASORATE SEMPIONE","12039","Casorate Sempione","DOMODOSSOLA-MILANO","230","40","30","34","5","0","230","0","0","34","0","Sabato","2025","Estivo","POINT (8.743986914 45.675152648)","8.743986914","45.675152648"
"c2025Maggio","76","S01029","LO","VA","CASORATE SEMPIONE","12039","Casorate Sempione","DOMODOSSOLA-MILANO","400","100","40","35","5","0","400","0","0","35","0","Feriale","2025","Invernale","POINT (8.743986914 45.675152648)","8.743986914","45.675152648"
"c2025Maggio","76","S01029","LO","VA","CASORATE SEMPIONE","12039","Casorate Sempione","DOMODOSSOLA-MILANO","110","20","20","15","2","0","110","0","0","15","0","Festivo","2025","Invernale","POINT (8.743986914 45.675152648)","8.743986914","45.67515265"
"c2025Maggio","76","S01029","LO","VA","CASORATE SEMPIONE","12039","Casorate Sempione","DOMODOSSOLA-MILANO","220","60","40","31","5","0","220","0","0","31","0","Sabato","2025","Invernale","POINT (8.743986914 45.675152648)","8.743986914","45.675152648"
"c2025Novembre","76","S01029","LO","VA","CASORATE SEMPIONE","12039","Casorate Sempione","DOMODOSSOLA-MILANO","370","120","50","35","5","0","370","0","0","35","0","Feriale","2025","Invernale","POINT (8.743986914 45.675152648)","8.743986914","45.675152648"
"c2025Novembre","76","S01029","LO","VA","CASORATE SEMPIONE","12039","Casorate Sempione","DOMODOSSOLA-MILANO","170","20","20","27","2","0","170","0","0","27","0","Festivo","2025","Invernale","POINT (8.743986914 45.675152648)","8.743986914","45.675152648"
"c2025Novembre","76","S01029","LO","VA","CASORATE SEMPIONE","12039","Casorate Sempione","DOMODOSSOLA-MILANO","270","70","40","35","5","0","270","0","0","35","0","Sabato","2025","Invernale","POINT (8.743986914 45.675152648)","8.743986914","45.675152648"
"c2024Maggio","187","S01490","LO","LC","CASSAGO-NIBIONNO-BULCIAGO","97017","Cassago Brianza","MONZA-LECCO","320","110","40","38","6","320","0","0","38","0","0","Feriale","2024","Invernale","POINT (9.279864449 45.746319529)","9.279864449","45.74631953"
"c2024Maggio","187","S01490","LO","LC","CASSAGO-NIBIONNO-BULCIAGO","97017","Cassago Brianza","MONZA-LECCO","100","0","0","22","0","100","0","0","22","0","0","Festivo","2024","Invernale","POINT (9.279864449 45.746319529)","9.279864449","45.746319529"
"c2024Maggio","187","S01490","LO","LC","CASSAGO-NIBIONNO-BULCIAGO","97017","Cassago Brianza","MONZA-LECCO","270","50","20","36","5","270","0","0","36","0","0","Sabato","2024","Invernale","POINT (9.279864449 45.746319529)","9.279864449","45.746319529"
"c2024Novembre","187","S01490","LO","LC","CASSAGO-NIBIONNO-BULCIAGO","97017","Cassago Brianza","MONZA-LECCO","320","90","20","38","6","320","0","0","38","0","0","Feriale","2024","Invernale","POINT (9.279864449 45.746319529)","9.279864449","45.746319529"
"c2024Novembre","187","S01490","LO","LC","CASSAGO-NIBIONNO-BULCIAGO","97017","Cassago Brianza","MONZA-LECCO","130","0","0","22","0","130","0","0","22","0","0","Festivo","2024","Invernale","POINT (9.279864449 45.746319529)","9.279864449","45.746319529"
"c2024Novembre","187","S01490","LO","LC","CASSAGO-NIBIONNO-BULCIAGO","97017","Cassago Brianza","MONZA-LECCO","230","50","20","36","5","230","0","0","36","0","0","Sabato","2024","Invernale","POINT (9.279864449 45.746319529)","9.279864449","45.74631953"
"c2025Luglio","187","S01490","LO","LC","CASSAGO-NIBIONNO-BULCIAGO","97017","Cassago Brianza","MONZA-LECCO","210","40","20","38","6","210","0","0","38","0","0","Feriale","2025","Estivo","POINT (9.279864449 45.746319529)","9.279864449","45.746319529"
"c2025Luglio","187","S01490","LO","LC","CASSAGO-NIBIONNO-BULCIAGO","97017","Cassago Brianza","MONZA-LECCO","80","0","0","22","0","80","0","0","22","0","0","Festivo","2025","Estivo","POINT (9.279864449 45.746319529)","9.279864449","45.746319529"
"c2025Luglio","187","S01490","LO","LC","CASSAGO-NIBIONNO-BULCIAGO","97017","Cassago Brianza","MONZA-LECCO","140","10","10","35","4","140","0","0","35","0","0","Sabato","2025","Estivo","POINT (9.279864449 45.746319529)","9.279864449","45.746319529"
"c2025Maggio","187","S01490","LO","LC","CASSAGO-NIBIONNO-BULCIAGO","97017","Cassago Brianza","MONZA-LECCO","320","90","30","38","6","320","0","0","38","0","0","Feriale","2025","Invernale","POINT (9.279864449 45.746319529)","9.279864449","45.746319529"
"c2025Maggio","187","S01490","LO","LC","CASSAGO-NIBIONNO-BULCIAGO","97017","Cassago Brianza","MONZA-LECCO","120","0","0","22","0","120","0","0","22","0","0","Festivo","2025","Invernale","POINT (9.279864449 45.746319529)","9.279864449","45.74631953"
"c2025Maggio","187","S01490","LO","LC","CASSAGO-NIBIONNO-BULCIAGO","97017","Cassago Brianza","MONZA-LECCO","250","100","10","36","6","250","0","0","36","0","0","Sabato","2025","Invernale","POINT (9.279864449 45.746319529)","9.279864449","45.746319529"
"c2025Novembre","187","S01490","LO","LC","CASSAGO-NIBIONNO-BULCIAGO","97017","Cassago Brianza","MONZA-LECCO","320","140","30","38","7","320","0","0","38","0","0","Feriale","2025","Invernale","POINT (9.279864449 45.746319529)","9.279864449","45.746319529"
"c2025Novembre","187","S01490","LO","LC","CASSAGO-NIBIONNO-BULCIAGO","97017","Cassago Brianza","MONZA-LECCO","110","0","0","22","0","110","0","0","22","0","0","Festivo","2025","Invernale","POINT (9.279864449 45.746319529)","9.279864449","45.746319529"
"c2025Novembre","187","S01490","LO","LC","CASSAGO-NIBIONNO-BULCIAGO","97017","Cassago Brianza","MONZA-LECCO","220","90","10","36","6","220","0","0","36","0","0","Sabato","2025","Invernale","POINT (9.279864449 45.746319529)","9.279864449","45.746319529"
"c2024Luglio","238","S01707","LO","MI","CASSANO D'ADDA","15059","Cassano d'Adda","MILANO-VENEZIA","890","290","90","98","16","840","50","10","94","3","1","Feriale","2024","Estivo","POINT (9.512780391 45.5144503)","9.512780391","0.455144503"
"c2024Luglio","238","S01707","LO","MI","CASSANO D'ADDA","15059","Cassano d'Adda","MILANO-VENEZIA","380","50","40","63","8","380","10","10","60","2","1","Festivo","2024","Estivo","POINT (9.512780391 45.5144503)","9.512780391","0.455144503"
"c2024Luglio","238","S01707","LO","MI","CASSANO D'ADDA","15059","Cassano d'Adda","MILANO-VENEZIA","590","80","50","70","8","570","20","10","67","2","1","Sabato","2024","Estivo","POINT (9.512780391 45.5144503)","9.512780391","0.455144503"
"c2024Maggio","238","S01707","LO","MI","CASSANO D'ADDA","15059","Cassano d'Adda","MILANO-VENEZIA","940","420","70","96","16","930","20","10","93","2","1","Feriale","2024","Invernale","POINT (9.512780391 45.5144503)","9.512780391","0.455144503"
"c2024Maggio","238","S01707","LO","MI","CASSANO D'ADDA","15059","Cassano d'Adda","MILANO-VENEZIA","390","40","30","72","8","390","10","10","69","2","1","Festivo","2024","Invernale","POINT (9.512780391 45.5144503)","9.512780391","0.455144503"
"c2024Maggio","238","S01707","LO","MI","CASSANO D'ADDA","15059","Cassano d'Adda","MILANO-VENEZIA","650","90","40","74","8","640","20","10","71","2","1","Sabato","2024","Invernale","POINT (9.512780391 45.5144503)","9.512780391","0.455144503"
"c2024Novembre","238","S01707","LO","MI","CASSANO D'ADDA","15059","Cassano d'Adda","MILANO-VENEZIA","1.040","470","100","97","16","1.030","20","10","94","2","1","Feriale","2024","Invernale","POINT (9.512780391 45.5144503)","9.512780391","0.455144503"
"c2024Novembre","238","S01707","LO","MI","CASSANO D'ADDA","15059","Cassano d'Adda","MILANO-VENEZIA","520","40","20","72","7","510","20","10","69","2","1","Festivo","2024","Invernale","POINT (9.512780391 45.5144503)","9.512780391","0.455144503"
"c2024Novembre","238","S01707","LO","MI","CASSANO D'ADDA","15059","Cassano d'Adda","MILANO-VENEZIA","670","100","40","73","8","660","10","0","70","2","1","Sabato","2024","Invernale","POINT (9.512780391 45.5144503)","9.512780391","0.455144503"
"c2025Luglio","238","S01707","LO","MI","CASSANO D'ADDA","15059","Cassano d'Adda","MILANO-VENEZIA","950","300","100","99","16","940","20","10","96","2","1","Feriale","2025","Estivo","POINT (9.512780391 45.5144503)","9.512780391","0.455144503"
"c2025Luglio","238","S01707","LO","MI","CASSANO D'ADDA","15059","Cassano d'Adda","MILANO-VENEZIA","430","30","40","49","5","430","10","0","47","1","1","Festivo","2025","Estivo","POINT (9.512780391 45.5144503)","9.512780391","0.455144503"
"c2025Luglio","238","S01707","LO","MI","CASSANO D'ADDA","15059","Cassano d'Adda","MILANO-VENEZIA","300","60","20","42","3","270","30","0","39","2","1","Sabato","2025","Estivo","POINT (9.512780391 45.5144503)","9.512780391","0.455144503"
"c2025Maggio","238","S01707","LO","MI","CASSANO D'ADDA","15059","Cassano d'Adda","MILANO-VENEZIA","910","390","90","100","15","900","20","0","97","2","1","Feriale","2025","Invernale","POINT (9.512780391 45.5144503)","9.512780391","0.455144503"
"c2025Maggio","238","S01707","LO","MI","CASSANO D'ADDA","15059","Cassano d'Adda","MILANO-VENEZIA","450","30","20","90","8","450","10","0","88","1","1","Festivo","2025","Invernale","POINT (9.512780391 45.5144503)","9.512780391","0.455144503"
"c2025Maggio","238","S01707","LO","MI","CASSANO D'ADDA","15059","Cassano d'Adda","MILANO-VENEZIA","530","80","50","74","8","520","10","0","72","1","1","Sabato","2025","Invernale","POINT (9.512780391 45.5144503)","9.512780391","0.455144503"
"c2025Novembre","238","S01707","LO","MI","CASSANO D'ADDA","15059","Cassano d'Adda","MILANO-VENEZIA","1.110","470","100","99","15","1.100","10","10","97","1","1","Feriale","2025","Invernale","POINT (9.512780391 45.5144503)","9.512780391","0.455144503"
"c2025Novembre","238","S01707","LO","MI","CASSANO D'ADDA","15059","Cassano d'Adda","MILANO-VENEZIA","450","40","30","80","7","450","10","10","78","1","1","Festivo","2025","Invernale","POINT (9.512780391 45.5144503)","9.512780391","0.455144503"
"c2025Novembre","238","S01707","LO","MI","CASSANO D'ADDA","15059","Cassano d'Adda","MILANO-VENEZIA","650","100","40","76","8","640","10","10","73","2","1","Sabato","2025","Invernale","POINT (9.512780391 45.5144503)","9.512780391","0.455144503"
"c2024Luglio","2733","S01752","LO","MI","CASTANO PRIMO","15062","Castano Primo","Saronno - Novara","660","250","90","36","6","0","660","0","0","36","0","Feriale","2024","Estivo","POINT (8.772746679 45.556048921)","8.772746679","45.556048921"
"c2024Luglio","2733","S01752","LO","MI","CASTANO PRIMO","15062","Castano Primo","Saronno - Novara","350","60","30","26","3","0","350","0","0","26","0","Festivo","2024","Estivo","POINT (8.772746679 45.556048921)","8.772746679","45.556048921"
"c2024Luglio","2733","S01752","LO","MI","CASTANO PRIMO","15062","Castano Primo","Saronno - Novara","400","80","40","26","5","0","400","0","0","26","0","Sabato","2024","Estivo","POINT (8.772746679 45.556048921)","8.772746679","45.55604892"
