"Campagna","CodStaz","codice_aziendale","Reg","Prov_","Stazione","cod_istat","Comune","Linea fisica","Saliti7-9","Discesi7-9","Corse7-9","Saliti24H","Corse24H","Saliti_S","Saliti_R","Saliti_RE","Corse_S","Corse_R","Corse_RE","Anno","tipo_giorno","Calendario","POINT_X","POINT_Y","Location"
"C_nov 2019","44","S00402","LO","PV","PIEVE ALBIGNOLA","18112","Pieve Albignola","CAVA C.-TORREBER","20","10","3","100","22","0","100","0","0","22","0","2019","Fer","Invernale","8.959758126","45.116329989","POINT (8.959758126 45.116329989)"
"C_Novembre2023","5.841","S01104","LO","MI","PIEVE EMANUELE","15173","Pieve Emanuele","MILANO-GENOVA","600","260","8","1770","73","1770","0","0","72","0","1","2023","Feriale","Invernale","9.204837997","45.341109745","POINT (9.204837997 45.341109745)"
"C_nov 2017","2.717","S01072","LO","MI","Bollate Nord","15027","Bollate","Milano Nord Cadorna - Sar","630","220","18","1660","141","1660","0","0","141","0","0","2017","Fer","Invernale","9.112398385","45.552681567","POINT (9.112398385 45.552681567)"
"C_nov 2016","226","S01610","LO","CR","MADIGNANO","19055","Madignano","BERGAMO-CREMONA","50","10","4","90","34","0","90","0","0","34","0","2016","Fer","Invernale","9.730205146","45.343905446","POINT (9.730205146 45.343905446)"
"C_nov 2016","222","S01605","LO","CR","CREMA","19035","Crema","BERGAMO-CREMONA","280","330","5","1140","36","0","1140","0","0","36","0","2016","Fer","Invernale","9.694241457","45.366939013","POINT (9.694241457 45.366939013)"
"C_nov 2020","294","S01900","LO","BS","S.ZENO FOLZANO","17173","San Zeno Naviglio","BRESCIA-CREMONA","10","10","7","30","51","0","30","0","0","51","0","2020","Feriale","Invernale","10.211709572","45.491635451","POINT (10.211709572 45.491635451)"
"C_nov 2019","125","S01318","LO","MI","SEREGNO","108039","Seregno","CHIASSO-MILANO","2120","770","22","6380","166","4260","0","2120","138","0","28","2019","Fer","Invernale","9.202885996","45.646087713","POINT (9.202885996 45.646087713)"
"C_nov 2020","2.811","S01925","LO","MI","Seveso","108040","Seveso","Milano Nord Bovisa - Seve","300","130","16","1140","116","550","590","0","71","45","0","2020","Feriale","Invernale","0.914058178","45.647945743","POINT (9.14058178 45.647945743)"
"C_nov 2015","2.770","S01727","LO","CO","Locate Varesino-Carbonate","13045","Carbonate","Saronno - Varese Nord","220","40","8","520","61","0","520","0","0","61","0","2015","Fer","Invernale","8.936075743","45.689931017","POINT (8.936075743 45.689931017)"
"C_Novembre2023","2.795","S01014","LO","BS","Pisogne","17143","Pisogne","Iseo - Pisogne","220","90","3","390","13","0","360","30","0","11","2","2023","Feriale","Invernale","10.105622584","45.806591032","POINT (10.105622584 45.806591032)"
"C_nov 2015","313","S01923","LO","MN","CASTELLUCCHIO","20016","Castellucchio","CODOGNO-MANTOVA","40","20","4","90","25","0","70","30","0","19","6","2015","FER","Invernale","10.647514805","45.144370088","POINT (10.647514805 45.144370088)"
"C_nov 2018","119","S01307","LO","CO","COMO S.GIOVANNI","13075","Como","CHIASSO-MILANO","1490","1280","26","5010","195","2630","160","2220","146","23","26","2018","Fer","Invernale","9.072359552","45.809022727","POINT (9.072359552 45.809022727)"
"C_nov 2018","297","S01903","LO","BS","VEROLANUOVA","17195","Verolanuova","BRESCIA-CREMONA","180","50","4","390","33","0","390","0","0","33","0","2018","Fer","Invernale","10.083906145","45.325064899","POINT (10.083906145 45.325064899)"
"C_nov 2021","84","S01040","LO","MI","MAGENTA","15130","Magenta","TORINO-MILANO","560","210","8","2180","67","2180","0","0","67","0","0","2021","Feriale","Invernale","8.880674725","45.468283265","POINT (8.880674725 45.468283265)"
"C_nov 2017","291","S01869","LO","PV","LAMBRINIA","18048","Chignolo Po","PAVIA-CASALPUST.","50","20","5","90","28","0","90","0","0","28","0","2017","Fer","Invernale","9.527461442","45.164457002","POINT (9.527461442 45.164457002)"
"C_nov 2019","2.760","S01743","LO","VA","Gavirate-Verbano","12072","Gavirate","Varese Nord - Laveno Momb","50","270","4","250","13","0","90","170","0","9","4","2019","Fer","Invernale","8.706523665","45.851178857","POINT (8.706523665 45.851178857)"
"C_nov 2016","76","S01029","LO","VA","CASORATE SEMPIONE","12039","Casorate Sempione","DOMODOSSOLA-MILANO","150","50","4","360","33","0","360","0","0","33","0","2016","Fer","Invernale","8.743986914","45.675152648","POINT (8.743986914 45.675152648)"
"C_nov 2016","276","S01848","LO","MN","CANNETO SULL'OGLIO","20008","Canneto sull'Oglio","BRESCIA-PARMA","50","10","3","120","24","0","120","0","0","24","0","2016","Fer","Invernale","10.371498908","45.150287495","POINT (10.371498908 45.150287495)"
"C_nov 2020","2.766","S01021","LO","BS","Iseo","17085","Iseo","Brescia - Iseo","30","40","6","180","50","0","110","80","0","37","13","2020","Feriale","Invernale","10.050103236","45.656525986","POINT (10.050103236 45.656525986)"
"C_nov 2022","187","S01490","LO","LC","CASSAGO-NIBIONNO-BULC.","97017","Cassago Brianza","MONZA-LECCO","120","40","7","280","38","280","0","0","38","0","0","2022","Feriale","Invernale","9.279864449","45.746319529","POINT (9.279864449 45.746319529)"
"C_nov 2020","129","S01325","LO","MI","SESTO S. GIOVANNI","15209","Sesto San Giovanni","CHIASSO-MILANO","460","710","33","3080","267","2730","350","0","227","40","0","2020","Feriale","Invernale","9.239294385","45.541170043","POINT (9.239294385 45.541170043)"
"C_Novembre2023","269","S01841","LO","BS","GHEDI","17078","Ghedi","BRESCIA-PARMA","90","40","4","290","32","0","290","0","0","32","0","2023","Feriale","Invernale","10.280538985","45.409522832","POINT (10.280538985 45.409522832)"
"C_nov 2019","161","S01437","LO","SO","TRESENDA-APRICA-TEGLIO","14065","Teglio","TIRANO-MILANO So-Tir","110","30","4","240","31","0","40","210","0","8","23","2019","Fer","Invernale","10.083777059","46.162155619","POINT (10.083777059 46.162155619)"
"C_nov 2020","222","S01605","LO","CR","CREMA","19035","Crema","BERGAMO-CREMONA","50","50","5","280","34","0","280","0","0","34","0","2020","Feriale","Invernale","9.694241457","45.366939013","POINT (9.694241457 45.366939013)"
"C_nov 2015","2.731","S01758","LO","CO","Caslino al Piano","13036","Cadorago","Saronno - Como","220","30","7","460","62","0","460","10","0","61","1","2015","Fer","Invernale","9.040174552","45.711047814","POINT (9.040174552 45.711047814)"
"C_nov 2022","2.711","S01101","LO","CO","Asso","13013","Asso","Seveso - Asso","60","0","2","240","34","0","240","0","0","34","0","2022","Feriale","Invernale","9.269120449","45.854922626","POINT (9.269120449 45.854922626)"
"C_Luglio2023","169","S01454","LO","CO","MERONE","13147","Merone","ALBATE-MOLTENO","100","30","10","330","72","0","330","0","0","72","0","2023","Feriale","estivo","9.243809899","4.578144619","POINT (9.243809899 45.78144619)"
"C_nov 2019","2.735","S01136","LO","VA","Castellanza","12042","Castellanza","Saronno - Novara","770","200","10","1760","75","0","1760","0","0","75","0","2019","Fer","Invernale","8.875445238","45.610465237","POINT (8.875445238 45.610465237)"
"C_nov 2017","2.748","S01763","LO","CO","Como Camerlata (FN)","13075","Como","Saronno - Como","430","260","10","1380","70","0","1150","240","0","60","10","2017","Fer","Invernale","9.079423298","4.578441339","POINT (9.079423298 45.78441339)"
"C_nov 2017","43","S00401","LO","PV","ZINASCO NUOVO","18190","Zinasco","CAVA C.-TORREBER","20","0","5","40","26","0","40","0","0","26","0","2017","Fer","Invernale","8.999696096","45.124641115","POINT (8.999696096 45.124641115)"
"C_nov 2017","5.853","S01798","LO","MI","Cesano M. Groane","108019","Cesano Maderno","Saronno - Seregno","80","40","8","260","68","260","0","0","68","0","0","2017","Fer","Invernale","0.912631598","45.630249423","POINT (9.12631598 45.630249423)"
"C_nov 2022","156","S01430","LO","SO","SONDRIO","14061","Sondrio","TIRANO-MILANO Lc-So","150","940","6","1640","52","0","740","910","0","24","28","2022","Feriale","Invernale","0.987296139","46.167141595","POINT (9.87296139 46.167141595)"
"C_nov 2018","263","S01826","LO","LO","SECUGNAGO","98052","Secugnago","MILANO-BOLOGNA","120","30","6","430","40","0","430","10","0","39","1","2018","Fer","Invernale","9.586872164","4.522332986","POINT (9.586872164 45.22332986)"
"C_nov 2015","160","S01436","LO","SO","S.GIACOMO DI TEGLIO","14065","Teglio","TIRANO-MILANO So-Tir","10","10","1","10","10","0","10","0","0","10","0","2015","FER","Invernale","10.027439647","46.159795887","POINT (10.027439647 46.159795887)"
"C_nov 2019","8","S00037","LO","PV","VALLE LOMELLINA","18168","Valle Lomellina","MILANO-MORTARA-AL","20","10","2","50","10","0","50","0","0","10","0","2019","Fer","Invernale","8.685911785","45.150674037","POINT (8.685911785 45.150674037)"
"C_Novembre2023","295","S01901","LO","BS","BAGNOLO MELLA","17009","Bagnolo Mella","BRESCIA-CREMONA","80","40","3","380","31","0","380","0","0","31","0","2023","Feriale","Invernale","10.183641825","45.428611146","POINT (10.183641825 45.428611146)"
"C_nov 2017","2.799","S01787","LO","BS","Provaglio-Timoline","17156","Provaglio d'Iseo","Brescia - Iseo","40","20","5","110","42","0","110","0","0","42","0","2017","Fer","Invernale","10.035246585","45.635075228","POINT (10.035246585 45.635075228)"
"C_Luglio2023","34","S00272","LO","PV","ROBBIO","18123","Robbio","VERCELLI-PAVIA","40","10","1","60","4","0","60","0","0","4","0","2023","Feriale","estivo","8.597086609","45.293627181","POINT (8.597086609 45.293627181)"
"C_nov 2018","307","S01917","LO","CR","GAZZO-PIEVE S.GIACOMO","19075","Pieve San Giacomo","CODOGNO-MANTOVA","50","10","2","70","14","0","70","10","0","13","1","2018","Fer","Invernale","1.018994286","45.137237048","POINT (10.18994286 45.137237048)"
"C_Luglio2023","80","S01034","LO","MI","CANEGRATE","15046","Canegrate","DOMODOSSOLA-MILANO","400","140","9","1100","67","1050","50","0","66","1","0","2023","Feriale","estivo","8.926634655","45.569313656","POINT (8.926634655 45.569313656)"
"C_nov 2018","73","S01026","LO","VA","SESTO CALENDE","12120","Sesto Calende","DOMODOSSOLA-MILANO","540","190","8","1480","50","0","870","620","0","33","17","2018","Fer","Invernale","0.862816964","45.726314213","POINT (8.62816964 45.726314213)"
"C_nov 2017","133","S01402","LO","SO","SAMOLACO","14057","Samolaco","CHIAVENNA-COLICO","50","10","3","90","30","0","90","0","0","30","0","2017","Fer","Invernale","9.423617479","46.246509103","POINT (9.423617479 46.246509103)"
"C_nov 2021","184","S01487","LO","MI","VILLA RAVERIO","108008","Besana in Brianza","MONZA-LECCO","130","160","6","420","40","420","0","0","40","0","0","2021","Feriale","Invernale","0.926158805","45.690495348","POINT (9.26158805 45.690495348)"
"C_nov 2019","2.727","S01099","LO","CO","Canzo","13042","Canzo","Seveso - Asso","160","30","6","330","40","0","330","0","0","40","0","2019","Fer","Invernale","0.927022843","45.849100359","POINT (9.27022843 45.849100359)"
"C_nov 2019","273","S01845","LO","BS","REMEDELLO SOPRA","17160","Remedello","BRESCIA-PARMA","40","140","4","190","22","0","190","0","0","22","0","2019","Fer","Invernale","10.379240842","45.278565103","POINT (10.379240842 45.278565103)"
"C_nov 2022","262","S01825","LO","LO","LODI","98031","Lodi","MILANO-BOLOGNA","1650","1540","19","5770","128","2120","2460","1190","69","39","20","2022","Feriale","Invernale","9.497612624","45.309042271","POINT (9.497612624 45.309042271)"
"C_nov 2018","387","S05000","EM","PC","PIACENZA","33032","Piacenza","MILANO-BOLOGNA","780","300","8","2030","58","0","2030","0","0","58","0","2018","Fer","Invernale","9.706305088","4.505208441","POINT (9.706305088 45.05208441)"
"C_Novembre2023","128","S01322","LO","MI","MONZA","108033","Monza","CHIASSO-MILANO","4900","4570","49","20260","361","14700","1280","4290","251","40","70","2023","Feriale","Invernale","9.273281444","45.577867268","POINT (9.273281444 45.577867268)"
"C_nov 2015","2.762","S01724","LO","VA","Gerenzano-Turate","12075","Gerenzano","Saronno - Varese Nord","630","90","8","1350","61","0","1350","0","0","61","0","2015","Fer","Invernale","9.001531027","45.645585349","POINT (9.001531027 45.645585349)"
"C_nov 2016","158","S01434","LO","SO","PONTE IN VALTELLINA","14052","Ponte in Valtellina","TIRANO-MILANO So-Tir","10","10","1","20","14","0","20","0","0","9","5","2016","Fer","Invernale","9.975919439","46.162708899","POINT (9.975919439 46.162708899)"
"C_nov 2019","2.795","S01014","LO","BS","Pisogne","17143","Pisogne","Iseo - Pisogne","140","30","4","390","34","0","250","150","0","21","13","2019","Fer","Invernale","10.105622584","45.806591032","POINT (10.105622584 45.806591032)"
"C_nov 2017","263","S01826","LO","LO","SECUGNAGO","98052","Secugnago","MILANO-BOLOGNA","230","40","6","520","40","0","520","0","0","39","1","2017","Fer","Invernale","9.586872164","4.522332986","POINT (9.586872164 45.22332986)"
"C_Novembre2023","165","S01450","LO","CO","ALBATE TRECALLO","13075","Como","ALBATE-MOLTENO","20","20","4","40","22","0","40","0","0","22","0","2023","Feriale","Invernale","9.095790373","45.777467374","POINT (9.095790373 45.777467374)"
"C_nov 2017","124","S01316","LO","MI","CAMNAGO-LENTATE","108054","Lentate sul Seveso","CHIASSO-MILANO","570","230","16","1560","143","1560","0","0","143","0","0","2017","Fer","Invernale","9.133490346","45.668502905","POINT (9.133490346 45.668502905)"
"C_nov 2018","2.807","S01077","LO","VA","Saronno Sud","12119","Saronno","Milano Nord Cadorna - Sar","420","160","23","1110","203","1110","0","0","203","0","0","2018","Fer","Invernale","9.045593579","45.611839478","POINT (9.045593579 45.611839478)"
"C_nov 2019","113","S01205","LO","VA","VARESE","12133","Varese","PORTO C.-GALLARATE","1330","1420","21","5680","179","3800","0","1880","142","0","37","2019","Fer","Invernale","0.883313115","45.816277257","POINT (8.83313115 45.816277257)"
"C_Novembre2023","148","S01420","LO","LC","COLICO","97023","Colico","TIRANO-MILANO Lc-So","380","220","11","1370","85","0","760","620","0","58","27","2023","Feriale","Invernale","9.375255676","46.138093311","POINT (9.375255676 46.138093311)"
"C_nov 2016","220","S01603","LO","CR","CAPRALBA","19015","Capralba","BERGAMO-CREMONA","140","20","5","230","35","0","230","0","0","35","0","2016","Fer","Invernale","9.640048136","45.443945977","POINT (9.640048136 45.443945977)"
"C_nov 2015","2.757","S01768","LO","BS","Forno d'Allione","17016","Berzo Demo","Breno - Edolo","0","0","1","0","2","0","0","0","0","2","0","2015","Fer","Invernale","10.314929012","46.090120179","POINT (10.314929012 46.090120179)"
"C_nov 2022","83","S01037","LO","MI","RHO","15182","Rho","TORINO-MILANO","2090","840","19","7030","162","7030","0","0","162","0","0","2022","Feriale","Invernale","9.043583998","45.523927896","POINT (9.043583998 45.523927896)"
"C_nov 2022","2.770","S01727","LO","CO","Locate Varesino-Carbonate","13045","Carbonate","Saronno - Varese Nord","250","40","8","550","59","0","550","0","0","59","0","2022","Feriale","Invernale","8.936075743","45.689931017","POINT (8.936075743 45.689931017)"
"C_nov 2022","5.838","S01612","LO","BG","STEZZANO","16207","Stezzano","BERGAMO-CREMONA","110","70","7","290","47","0","290","0","0","46","1","2022","Feriale","Invernale","9.644627368","45.658395935","POINT (9.644627368 45.658395935)"
"C_nov 2017","188","S01491","LO","LC","COSTA MASNAGA","97026","Costa Masnaga","MONZA-LECCO","220","40","6","340","36","340","0","0","36","0","0","2017","Fer","Invernale","0.928526064","45.763506456","POINT (9.28526064 45.763506456)"
"C_nov 2015","274","S01846","LO","BS","REMEDELLO SOTTO","17160","Remedello","BRESCIA-PARMA","10","20","3","50","24","0","50","0","0","24","0","2015","Fer","Invernale","1.038843093","45.257552358","POINT (10.38843093 45.257552358)"
"C_nov 2020","2.779","S01078","LO","MI","Milano Affori","15146","Milano","Milano Nord Bovisa - Seve","260","620","21","1750","140","1190","570","0","95","45","0","2020","Feriale","Invernale","9.167411293","45.521142914","POINT (9.167411293 45.521142914)"
"C_nov 2020","111","S01203","LO","VA","ARCISATE","12004","Arcisate","PORTO C.-GALLARATE","90","30","11","280","95","200","0","90","61","0","34","2020","Feriale","Invernale","8.862448264","4.585865032","POINT (8.862448264 45.85865032)"
"C_nov 2020","2.729","S01076","LO","VA","Caronno Pertusella","12034","Caronno Pertusella","Milano Nord Cadorna - Sar","150","70","12","460","78","460","0","0","78","0","0","2020","Feriale","Invernale","9.058328414","45.598187372","POINT (9.058328414 45.598187372)"
"C_nov 2020","2.788","S01794","LO","BS","Paderno (Franciacorta)","17130","Paderno Franciacorta","Brescia - Iseo","30","10","7","60","36","0","60","0","0","36","0","2020","Feriale","Invernale","10.087064635","45.586766511","POINT (10.087064635 45.586766511)"
"C_nov 2017","2.772","S01737","LO","VA","Malnate","12096","Malnate","Saronno - Varese Nord","880","220","12","2050","78","0","1260","800","0","57","21","2017","Fer","Invernale","8.878340888","45.795307714","POINT (8.878340888 45.795307714)"
"C_nov 2016","2.768","S01747","LO","VA","Laveno Mombello Nord","12087","Laveno-Mombello","Varese Nord - Laveno Momb","190","200","7","640","42","0","250","390","0","21","21","2016","Fer","Invernale","8.619246466","45.907983681","POINT (8.619246466 45.907983681)"
"C_nov 2021","297","S01903","LO","BS","VEROLANUOVA","17195","Verolanuova","BRESCIA-CREMONA","100","40","3","280","28","0","280","0","0","28","0","2021","Feriale","Invernale","10.083906145","45.325064899","POINT (10.083906145 45.325064899)"
"C_nov 2022","245","S01714","LO","BS","ROVATO","17166","Rovato","MILANO-VENEZIA","590","290","14","2090","100","0","1110","990","0","66","34","2022","Feriale","Invernale","10.000952147","45.552008269","POINT (10.000952147 45.552008269)"
"C_nov 2015","2.743","S01746","LO","VA","Cittiglio","12051","Cittiglio","Varese Nord - Laveno Momb","190","60","8","500","45","0","170","330","0","24","21","2015","FER","Invernale","8.667398533","45.892327453","POINT (8.667398533 45.892327453)"
