"Campagna","CodStaz","codice_aziendale","Reg","Prov_","Stazione","cod_istat","Comune","Linea fisica","Saliti7-9","Discesi7-9","Corse7-9","Saliti24H","Corse24H","Saliti_S","Saliti_R","Saliti_RE","Corse_S","Corse_R","Corse_RE","Anno","tipo_giorno","Calendario","POINT_X","POINT_Y","Location"
"C_nov 2016","802","S02082","LO","BS","PONTE S.MARCO-CALCINATO","17032","Calcinato","MILANO-VENEZIA","10","10","1","10","2","0","10","0","0","2","0","2016","Fer","Invernale","10.409042317","45.473866879","POINT (10.409042317 45.473866879)"
"C_nov 2017","71","S01020","PI","NO","ARONA","3008","Arona","DOMODOSSOLA-MILANO","370","210","8","1550","50","0","910","640","0","33","17","2017","Fer","Invernale","8.559107617","4.575531295","POINT (8.559107617 45.75531295)"
"C_nov 2015","120","S01310","LO","CO","ALBATE-CAMERLATA","13075","Como","CHIASSO-MILANO","200","90","14","520","101","500","20","0","81","20","0","2015","Fer","Invernale","0.907349887","45.777443385","POINT (9.07349887 45.777443385)"
"C_nov 2020","5.844","S01059","LO","MI","ALBAIRATE-VERMEZZO","15005","Albairate","MILANO-MORTARA-AL","100","140","11","530","99","270","270","0","55","44","0","2020","Feriale","Invernale","8.957371048","45.404429355","POINT (8.957371048 45.404429355)"
"C_nov 2018","2.732","S01098","LO","CO","Caslino d'Erba","13052","Caslino d'Erba","Seveso - Asso","60","20","6","110","40","0","110","0","0","40","0","2018","Fer","Invernale","9.232326937","45.835130456","POINT (9.232326937 45.835130456)"
"C_nov 2021","80","S01034","LO","MI","CANEGRATE","15046","Canegrate","DOMODOSSOLA-MILANO","500","130","9","1470","67","1390","90","0","66","1","0","2021","Feriale","Invernale","8.926634655","45.569313656","POINT (8.926634655 45.569313656)"
"C_nov 2019","238","S01707","LO","MI","CASSANO D'ADDA","15059","Cassano d'Adda","MILANO-VENEZIA","540","170","16","1100","99","1100","10","0","96","2","1","2019","Fer","Invernale","9.512780391","0.455144503","POINT (9.512780391 45.5144503)"
"C_nov 2022","104","S01141","LO","VA","BESOZZO","12013","Besozzo","LUINO-GALLARATE","50","20","4","150","29","60","100","0","10","19","0","2022","Feriale","Invernale","0.866303949","45.842264864","POINT (8.66303949 45.842264864)"
"C_nov 2019","73","S01026","LO","VA","SESTO CALENDE","12120","Sesto Calende","DOMODOSSOLA-MILANO","580","130","8","1570","50","0","1010","570","0","33","17","2019","Fer","Invernale","0.862816964","45.726314213","POINT (8.62816964 45.726314213)"
"C_nov 2018","2.748","S01763","LO","CO","Como Camerlata (FN)","13075","Como","Saronno - Como","390","300","10","1350","70","0","1070","280","0","60","10","2018","Fer","Invernale","9.079423298","4.578441339","POINT (9.079423298 45.78441339)"
"C_nov 2018","45","S00403","LO","PV","SANNAZZARO","18138","Sannazzaro de' Burgondi","CAVA C.-TORREBER","80","50","4","400","26","0","400","0","0","26","0","2018","Fer","Invernale","8.905182695","45.105626227","POINT (8.905182695 45.105626227)"
"C_nov 2017","5.835","S01032","LO","MI","Milano Romolo","15146","Milano","MILANO-MORTARA-AL","470","950","8","2330","69","2330","0","0","69","0","0","2017","Fer","Invernale","9.159273436","4.544587573","POINT (9.159273436 45.44587573)"
"C_nov 2018","2.975","S01206","LO","VA","Cantello Gaggiolo","12030","Cantello","Mendrisio-Varese","200","60","8","560","69","560","0","0","69","0","0","2018","Fer","Invernale","8.906974756","45.837723396","POINT (8.906974756 45.837723396)"
"C_Novembre2023","140","S01409","LO","LC","BELLANO-TARTAVALLE TERME","97008","Bellano","TIRANO-MILANO Lc-So","110","50","5","520","53","0","210","320","0","26","27","2023","Feriale","Invernale","9.302811247","4.603952264","POINT (9.302811247 46.03952264)"
"C_Novembre2023","2.863","S01633","LO","MI","MILANO P.VITTORIA PASS.","15146","Milano","PASSANTE","1250","1570","39","6500","342","6500","0","0","342","0","0","2023","Feriale","Invernale","9.225193061","45.459475193","POINT (9.225193061 45.459475193)"
"C_nov 2021","2.858","S01643","LO","MI","MILANO LANCETTI","15146","Milano","PASSANTE","680","850","39","4160","309","4160","0","0","309","0","0","2021","Feriale","Invernale","9.177354467","45.493471578","POINT (9.177354467 45.493471578)"
"C_nov 2017","40","S00278","LO","PV","VILLANOVA D'ARDENGHI","18179","Villanova d'Ardenghi","VERCELLI-PAVIA","10","10","4","20","28","0","20","0","0","28","0","2017","Fer","Invernale","9.037210497","45.157063438","POINT (9.037210497 45.157063438)"
"C_nov 2019","331","S02084","LO","BS","DESENZANO DEL GARDA-SIR.","17067","Desenzano del Garda","MILANO-VENEZIA","490","160","6","1530","34","0","50","1490","0","2","32","2019","Fer","Invernale","10.536345381","45.462760508","POINT (10.536345381 45.462760508)"
"C_nov 2020","2.800","S01069","LO","MI","Milano Quarto Oggiaro","15146","Milano","Milano Nord Cadorna - Sar","260","150","11","950","78","950","0","0","78","0","0","2020","Feriale","Invernale","9.145253109","45.519239088","POINT (9.145253109 45.519239088)"
"C_nov 2022","203","S01524","LO","LC","CALOLZIOCORTE-OLGINATE","97013","Calolziocorte","TIRANO-MILANO Mz-Lc","780","290","15","2080","109","1400","460","230","68","32","9","2022","Feriale","Invernale","9.427005558","4.580169532","POINT (9.427005558 45.80169532)"
"C_nov 2019","50","S00408","LO","PV","SAIRANO","18190","Zinasco","CAVA C.-TORREBER","20","10","3","50","21","0","50","0","0","21","0","2019","Fer","Invernale","9.046900985","45.138935103","POINT (9.046900985 45.138935103)"
"C_nov 2015","2.798","S01761","LO","CO","Portichetto-Luisago","13135","Luisago","Saronno - Como","300","70","7","640","62","0","640","10","0","61","1","2015","Fer","Invernale","9.050289685","45.759200753","POINT (9.050289685 45.759200753)"
"C_nov 2020","2.743","S01746","LO","VA","Cittiglio","12051","Cittiglio","Varese Nord - Laveno Momb","40","30","6","150","37","0","90","70","0","23","14","2020","Feriale","Invernale","8.667398533","45.892327453","POINT (8.667398533 45.892327453)"
"C_nov 2016","2.725","S01088","LO","CO","Cabiate","13035","Cabiate","Seveso - Asso","250","50","10","530","55","40","500","0","4","51","0","2016","Fer","Invernale","9.168578192","45.675909631","POINT (9.168578192 45.675909631)"
"C_nov 2020","259","S01822","LO","MI","MELEGNANO","15140","Melegnano","MILANO-BOLOGNA","220","150","8","650","42","650","0","0","42","0","0","2020","Feriale","Invernale","0.009319302","45.356405865","POINT (9.319302 45.356405865)"
"C_Luglio2023","83","S01037","LO","MI","RHO","15182","Rho","TORINO-MILANO","1390","760","20","5230","164","5230","0","0","164","0","0","2023","Feriale","estivo","9.043583998","45.523927896","POINT (9.043583998 45.523927896)"
"C_nov 2015","43","S00401","LO","PV","ZINASCO NUOVO","18190","Zinasco","CAVA C.-TORREBER","30","10","5","50","27","0","50","0","0","27","0","2015","FER","Invernale","8.999696096","45.124641115","POINT (8.999696096 45.124641115)"
"C_nov 2016","2.716","S01071","LO","MI","Bollate Centro","15027","Bollate","Milano Nord Cadorna - Sar","1430","570","18","3930","141","3930","0","0","141","0","0","2016","Fer","Invernale","9.123062868","45.542718874","POINT (9.123062868 45.542718874)"
"C_nov 2022","2.861","S01639","LO","MI","MILANO VILLAPIZZONE","15146","Milano","PASSANTE","640","840","25","3650","190","3120","160","380","166","9","15","2022","Feriale","Invernale","9.150254378","45.502301332","POINT (9.150254378 45.502301332)"
"C_nov 2020","5.832","S01067","LO","MI","Milano Nord Domodossola","15146","Milano","Milano Nord Cadorna - Sar","330","730","49","2500","341","1170","1250","100","140","187","14","2020","Feriale","Invernale","9.162155141","45.480836572","POINT (9.162155141 45.480836572)"
"C_Novembre2023","231","S01645","LO","MI","MILANO PORTA GARIBALDI","15146","Milano","TORINO-MILANO","2760","10090","55","27440","404","15960","7300","4190","194","134","76","2023","Feriale","Invernale","9.186422092","45.485345292","POINT (9.186422092 45.485345292)"
"C_nov 2022","387","S05000","EM","PC","PIACENZA","33032","Piacenza","MILANO-BOLOGNA","380","250","8","1730","52","0","1730","0","0","52","0","2022","Feriale","Invernale","9.706305088","4.505208441","POINT (9.706305088 45.05208441)"
"C_nov 2016","258","S01821","LO","MI","S.GIULIANO MILANESE","15195","San Giuliano Milanese","MILANO-BOLOGNA","510","250","10","1300","79","1300","0","0","79","0","0","2016","Fer","Invernale","9.286452197","45.391305373","POINT (9.286452197 45.391305373)"
"C_nov 2016","194","S01510","LO","MI","ARCORE","108004","Arcore","TIRANO-MILANO Mz-Lc","1920","410","18","4030","117","1980","2050","0","69","48","0","2016","Fer","Invernale","9.322824319","45.623570636","POINT (9.322824319 45.623570636)"
"C_nov 2021","107","S01144","LO","VA","MORNAGO CIMBRO","12106","Mornago","LUINO-GALLARATE","70","20","5","120","28","40","80","0","10","18","0","2021","Feriale","Invernale","8.734232423","45.729818919","POINT (8.734232423 45.729818919)"
"C_Luglio2023","323","S01945","LO","PV","STRADELLA","18153","Stradella","ALESS.-PIACENZA","50","30","3","350","32","0","350","0","0","32","0","2023","Feriale","estivo","9.300895387","45.079551322","POINT (9.300895387 45.079551322)"
"C_Luglio2023","2.721","S01085","LO","MI","Bovisio Masciago - Mombello","108010","Bovisio-Masciago","Milano Nord Bovisa - Seve","720","200","16","1690","133","1690","0","0","133","0","0","2023","Feriale","estivo","9.141581449","45.612055387","POINT (9.141581449 45.612055387)"
"C_nov 2019","2.753","S01002","LO","BS","Edolo","17068","Edolo","Breno - Edolo","20","220","3","270","17","0","30","250","0","4","13","2019","Fer","Invernale","1.033206974","46.176686703","POINT (10.33206974 46.176686703)"
"C_nov 2021","164","S01440","LO","SO","TIRANO","14066","Tirano","TIRANO-MILANO So-Tir","150","40","2","480","26","0","10","470","0","4","22","2021","Feriale","Invernale","10.166987267","46.215458161","POINT (10.166987267 46.215458161)"
"C_nov 2022","131","S01400","LO","SO","CHIAVENNA","14018","Chiavenna","CHIAVENNA-COLICO","90","330","5","960","31","0","960","0","0","31","0","2022","Feriale","Invernale","0.940716091","46.321335044","POINT (9.40716091 46.321335044)"
"C_Luglio2023","88","S01061","LO","PV","VIGEVANO","18177","Vigevano","MILANO-MORTARA-AL","1070","220","7","3140","46","0","3140","0","0","46","0","2023","Feriale","estivo","8.862008085","45.312797339","POINT (8.862008085 45.312797339)"
"C_nov 2016","184","S01487","LO","MI","VILLA RAVERIO","108008","Besana in Brianza","MONZA-LECCO","240","160","6","620","40","620","0","0","40","0","0","2016","Fer","Invernale","0.926158805","45.690495348","POINT (9.26158805 45.690495348)"
"C_nov 2021","95","S01117","LO","VA","CALDE'","12045","Castelveccana","LUINO-GALLARATE","10","10","2","40","28","20","30","0","10","18","0","2021","Feriale","Invernale","8.663196767","45.945891984","POINT (8.663196767 45.945891984)"
"C_Luglio2023","203","S01524","LO","LC","CALOLZIOCORTE-OLGINATE","97013","Calolziocorte","TIRANO-MILANO Mz-Lc","600","160","16","2120","110","1490","410","230","68","32","10","2023","Feriale","estivo","9.427005558","4.580169532","POINT (9.427005558 45.80169532)"
"C_nov 2022","2.791","S01793","LO","BS","Passirano","17136","Passirano","Brescia - Iseo","100","20","6","170","37","0","170","0","0","37","0","2022","Feriale","Invernale","1.006368133","45.590113375","POINT (10.06368133 45.590113375)"
"C_nov 2019","215","S01539","LO","BS","COLOGNE","17059","Cologne","LECCO-BRESCIA","60","30","4","200","33","0","200","0","0","33","0","2019","Fer","Invernale","9.935343868","45.576709508","POINT (9.935343868 45.576709508)"
"C_Novembre2023","225","S01609","LO","CR","CASALBUTTANO","19016","Casalbuttano ed Uniti","BERGAMO-CREMONA","30","20","4","240","36","0","240","0","0","36","0","2023","Feriale","Invernale","9.962387322","45.255479026","POINT (9.962387322 45.255479026)"
"C_nov 2015","116","S01209","LO","VA","ALBIZZATE-SOLBIATE ARNO","12002","Albizzate","PORTO C.-GALLARATE","320","80","8","810","75","760","0","60","74","0","1","2015","Fer","Invernale","8.806241922","45.724198779","POINT (8.806241922 45.724198779)"
"C_nov 2016","3","S00031","PI","NO","VESPOLATE","3158","Vespolate","NOVARA-MORTARA","80","20","3","100","10","0","100","0","0","10","0","2016","Fer","Invernale","8.672069059","4.535153791","POINT (8.672069059 45.35153791)"
"C_nov 2017","5.854","S01109","LO","MI","Cormano-Cusano Milanino","15098","Cusano Milanino","Milano Nord Bovisa - Seve","1190","300","16","2650","135","2650","0","0","135","0","0","2017","Fer","Invernale","9.173714792","45.545195079","POINT (9.173714792 45.545195079)"
"C_nov 2016","298","S01904","LO","CR","ROBECCO-PONTEVICO","19085","Robecco d'Oglio","BRESCIA-CREMONA","50","10","3","90","31","0","90","0","0","31","0","2016","Fer","Invernale","10.078618004","45.266299802","POINT (10.078618004 45.266299802)"
"C_nov 2019","311","S01921","LO","MN","MARCARIA","20031","Marcaria","CODOGNO-MANTOVA","30","10","3","70","21","0","40","40","0","6","15","2019","Fer","Invernale","10.533674343","45.124599549","POINT (10.533674343 45.124599549)"
"C_nov 2015","2.814","S01781","LO","BS","Toline","17143","Pisogne","Iseo - Pisogne","10","0","4","10","21","0","10","0","0","21","0","2015","Fer","Invernale","10.088229762","45.787237456","POINT (10.088229762 45.787237456)"
"C_nov 2018","2.738","S01934","LO","MI","Ceriano Laghetto-Solaro","108018","Ceriano Laghetto","Saronno - Seregno","60","50","7","360","65","360","0","0","65","0","0","2018","Fer","Invernale","9.079931416","4.562488063","POINT (9.079931416 45.62488063)"
"C_nov 2017","186","S01489","LO","MI","RENATE VEDUGGIO","108037","Renate","MONZA-LECCO","270","40","5","560","36","560","0","0","36","0","0","2017","Fer","Invernale","0.927986722","4.572838114","POINT (9.27986722 45.72838114)"
"C_Luglio2023","306","S01916","LO","CR","VILLETTA MALAGNINO","19056","Malagnino","CODOGNO-MANTOVA","10","10","1","10","9","0","10","10","0","7","2","2023","Feriale","estivo","10.111974549","45.137104731","POINT (10.111974549 45.137104731)"
"C_nov 2016","2.773","S01767","LO","BS","Malonno","17101","Malonno","Breno - Edolo","40","10","3","60","17","0","50","20","0","4","13","2016","Fer","Invernale","10.316784194","46.118514889","POINT (10.316784194 46.118514889)"
"C_Luglio2023","241","S01710","LO","BG","MORENGO-BARIANO","16020","Bariano","MILANO-VENEZIA","60","30","5","230","31","0","230","0","0","31","0","2023","Feriale","estivo","9.703143454","45.521713564","POINT (9.703143454 45.521713564)"
"C_nov 2019","207","S01528","LO","BG","PONTE S.PIETRO","16170","Ponte San Pietro","LECCO-BRESCIA","510","200","11","1400","71","0","1400","0","0","71","0","2019","Fer","Invernale","9.584359693","45.699232686","POINT (9.584359693 45.699232686)"
"C_nov 2018","199","S01515","LO","LC","AIRUNO","97002","Airuno","TIRANO-MILANO Mz-Lc","300","40","8","740","68","740","0","0","68","0","0","2018","Fer","Invernale","9.422096968","45.754167715","POINT (9.422096968 45.754167715)"
"C_nov 2022","217","S01600","LO","BG","VERDELLO DALMINE","16233","Verdello","BERGAMO-CREMONA","1230","330","18","2800","99","0","810","2000","0","46","53","2022","Feriale","Invernale","0.961982632","45.605792605","POINT (9.61982632 45.605792605)"
"C_nov 2022","199","S01515","LO","LC","AIRUNO","97002","Airuno","TIRANO-MILANO Mz-Lc","340","70","8","690","68","690","0","0","68","0","0","2022","Feriale","Invernale","9.422096968","45.754167715","POINT (9.422096968 45.754167715)"
"C_Luglio2023","2.747","S01764","LO","CO","Como Nord Borghi","13075","Como","Saronno - Como","370","360","9","1600","66","0","1430","170","0","62","4","2023","Feriale","estivo","0.909095794","45.804910086","POINT (9.09095794 45.804910086)"
"C_nov 2022","255","S01809","PI","AL","PONTECURONE","6132","Pontecurone","MILANO-GENOVA","50","10","2","70","7","0","0","70","0","0","7","2022","Feriale","Invernale","8.929891639","4.496201105","POINT (8.929891639 44.96201105)"
"C_nov 2018","2.767","S01094","LO","CO","Lambrugo-Lurago","13121","Lambrugo","Seveso - Asso","160","30","6","320","50","0","320","0","0","50","0","2018","Fer","Invernale","9.238491713","45.761639869","POINT (9.238491713 45.761639869)"
"C_Luglio2023","118","S01301","LO","CO","CHIASSO","13075","Como","CHIASSO-MILANO","390","780","14","3920","95","990","0","2940","76","0","19","2023","Feriale","estivo","9.031333374","4.583194478","POINT (9.031333374 45.83194478)"
"C_nov 2022","120","S01310","LO","CO","ALBATE-CAMERLATA","13075","Como","CHIASSO-MILANO","0","0","1","0","5","0","0","0","4","1","0","2022","Feriale","Invernale","0.907349887","45.777443385","POINT (9.07349887 45.777443385)"
"C_nov 2022","284","S01862","LO","PV","MOTTA S.DAMIANO","18110","Pavia","PAVIA-CASALPUST.","10","10","4","10","22","0","10","0","0","22","0","2022","Feriale","Invernale","9.219902925","45.178421105","POINT (9.219902925 45.178421105)"
"C_Luglio2023","2.720","S01789","LO","BS","Bornato Calino","17046","Cazzago San Martino","Brescia - Iseo","90","10","7","280","39","0","270","20","0","36","3","2023","Feriale","estivo","10.033113278","45.590424717","POINT (10.033113278 45.590424717)"
"C_nov 2016","171","S01457","LO","LC","CASLETTO-ROGENO","97072","Rogeno","ALBATE-MOLTENO","40","10","4","70","20","0","70","0","0","20","0","2016","Fer","Invernale","9.275406768","45.786104223","POINT (9.275406768 45.786104223)"
"C_Novembre2023","10","S00039","LO","PV","TORREBERETTI","18156","Torre Beretti e Castellaro","MILANO-MORTARA-AL","60","50","5","220","35","0","220","0","0","35","0","2023","Feriale","Invernale","8.660466652","45.060615837","POINT (8.660466652 45.060615837)"
"C_nov 2018","184","S01487","LO","MI","VILLA RAVERIO","108008","Besana in Brianza","MONZA-LECCO","220","170","6","650","40","650","0","0","40","0","0","2018","Fer","Invernale","0.926158805","45.690495348","POINT (9.26158805 45.690495348)"
"C_nov 2022","166","S01451","LO","CO","CANTU'","13041","Cantu'","ALBATE-MOLTENO","30","10","4","50","23","0","50","0","0","23","0","2022","Feriale","Invernale","9.130350159","45.752397871","POINT (9.130350159 45.752397871)"
"C_nov 2016","45","S00403","LO","PV","SANNAZZARO","18138","Sannazzaro de' Burgondi","CAVA C.-TORREBER","90","50","4","380","26","0","380","0","0","26","0","2016","Fer","Invernale","8.905182695","45.105626227","POINT (8.905182695 45.105626227)"
"C_nov 2015","48","S00406","LO","PV","MEDE","18088","Mede","CAVA C.-TORREBER","80","20","4","200","27","0","200","0","0","27","0","2015","FER","Invernale","8.742632705","45.095095656","POINT (8.742632705 45.095095656)"
"C_nov 2020","224","S01607","LO","CR","SORESINA","19098","Soresina","BERGAMO-CREMONA","30","20","5","130","34","0","130","0","0","34","0","2020","Feriale","Invernale","9.856662219","45.283167819","POINT (9.856662219 45.283167819)"
"C_nov 2016","135","S01404","LO","SO","VERCEIA","14075","Verceia","CHIAVENNA-COLICO","40","10","3","100","29","0","100","0","0","29","0","2016","Fer","Invernale","9.458448611","46.202905061","POINT (9.458448611 46.202905061)"
"C_nov 2021","2.757","S01768","LO","BS","Forno d'Allione","17016","Berzo Demo","Breno - Edolo","0","0","1","0","2","0","0","0","0","2","0","2021","Feriale","Invernale","10.314929012","46.090120179","POINT (10.314929012 46.090120179)"
"C_Novembre2023","335","S02336","LO","MN","MANTOVA","20030","Mantova","CODOGNO-MANTOVA","150","210","4","960","28","0","120","840","0","7","21","2023","Feriale","Invernale","10.783189882","45.158827197","POINT (10.783189882 45.158827197)"
"C_nov 2015","194","S01510","LO","MI","ARCORE","108004","Arcore","TIRANO-MILANO Mz-Lc","1810","320","17","3740","111","1810","1930","0","63","48","0","2015","Fer","Invernale","9.322824319","45.623570636","POINT (9.322824319 45.623570636)"
"C_nov 2016","269","S01841","LO","BS","GHEDI","17078","Ghedi","BRESCIA-PARMA","100","20","4","240","25","0","240","0","0","25","0","2016","Fer","Invernale","10.280538985","45.409522832","POINT (10.280538985 45.409522832)"
"C_nov 2021","252","S01805","LO","PV","BRESSANA BOTTARONE","18023","Bressana Bottarone","MILANO-GENOVA","120","40","5","270","30","0","230","40","0","26","4","2021","Feriale","Invernale","0.911063508","45.086379858","POINT (9.11063508 45.086379858)"
"C_Novembre2023","36","S00274","LO","PV","GAMBOLO'-REMONDO'","18068","Gambolo'","VERCELLI-PAVIA","20","10","3","110","25","0","110","0","0","25","0","2023","Feriale","Invernale","8.797608181","45.235955245","POINT (8.797608181 45.235955245)"
"C_nov 2018","275","S01847","LO","MN","ASOLA","20002","Asola","BRESCIA-PARMA","60","20","3","220","25","0","220","0","0","25","0","2018","Fer","Invernale","10.402333601","45.220534843","POINT (10.402333601 45.220534843)"
"C_nov 2018","2.859","S01139","LO","VA","Malpensa Aeroporto T1","12140","Vizzola Ticino","Busto Arsizio - Malpensa","550","1020","18","5790","162","120","1760","3930","18","35","109","2018","Fer","Invernale","8.711317166","45.626885232","POINT (8.711317166 45.626885232)"
"C_nov 2022","310","S01920","LO","MN","BOZZOLO","20007","Bozzolo","CODOGNO-MANTOVA","40","20","3","190","28","0","50","140","0","7","21","2022","Feriale","Invernale","10.472685666","45.107331585","POINT (10.472685666 45.107331585)"
"C_nov 2018","2.797","S01097","LO","CO","Pontelambro-Castelmarte","13188","Ponte Lambro","Seveso - Asso","100","30","6","240","40","0","240","0","0","40","0","2018","Fer","Invernale","9.225759459","45.829181272","POINT (9.225759459 45.829181272)"
"C_nov 2017","803","S02083","LO","BS","LONATO","17092","Lonato","MILANO-VENEZIA","10","10","1","10","2","0","10","0","0","2","0","2017","Fer","Invernale","10.486740042","45.457282784","POINT (10.486740042 45.457282784)"
"C_nov 2016","255","S01809","PI","AL","PONTECURONE","6132","Pontecurone","MILANO-GENOVA","50","10","2","80","8","0","0","80","0","0","8","2016","Fer","Invernale","8.929891639","4.496201105","POINT (8.929891639 44.96201105)"
"C_nov 2017","119","S01307","LO","CO","COMO S.GIOVANNI","13075","Como","CHIASSO-MILANO","960","730","22","3600","139","1980","130","1510","94","23","22","2017","Fer","Invernale","9.072359552","45.809022727","POINT (9.072359552 45.809022727)"
"C_Novembre2023","2.864","S01715","LO","MI","SEGRATE","15205","Segrate","MILANO-VENEZIA","590","390","16","1670","135","1670","0","0","135","0","0","2023","Feriale","Invernale","9.291418669","45.479594282","POINT (9.291418669 45.479594282)"
"C_Luglio2023","324","S01947","LO","PV","ARENA PO","18005","Arena Po","ALESS.-PIACENZA","10","10","1","10","14","0","10","0","0","14","0","2023","Feriale","estivo","9.360421355","45.082147008","POINT (9.360421355 45.082147008)"
"C_Novembre2023","182","S01485","LO","MI","TRIUGGIO-PONTE ALBIATE","108043","Triuggio","MONZA-LECCO","220","30","6","480","40","480","0","0","40","0","0","2023","Feriale","Invernale","9.266989378","45.659034087","POINT (9.266989378 45.659034087)"
"C_nov 2021","117","S01210","LO","VA","CAVARIA-OGGIONA IERAGO","12048","Cavaria con Premezzo","PORTO C.-GALLARATE","170","60","8","620","68","590","0","40","67","0","1","2021","Feriale","Invernale","0.880353632","45.698222542","POINT (8.80353632 45.698222542)"
"C_nov 2020","157","S01433","LO","SO","POGGIRIDENTI-TRESIVIO","14051","Poggiridenti","TIRANO-MILANO So-Tir","0","0","1","10","5","0","10","0","0","4","1","2020","Feriale","Invernale","9.933843175","46.166961926","POINT (9.933843175 46.166961926)"
"C_nov 2015","2.859","S01139","LO","VA","Malpensa Aeroporto T1","12140","Vizzola Ticino","Busto Arsizio - Malpensa","530","880","18","4480","159","0","1120","3370","0","49","110","2015","Fer","Invernale","8.711317166","45.626885232","POINT (8.711317166 45.626885232)"
"C_Novembre2023","116","S01209","LO","VA","ALBIZZATE-SOLBIATE ARNO","12002","Albizzate","PORTO C.-GALLARATE","310","70","8","750","68","710","0","40","67","0","1","2023","Feriale","Invernale","8.806241922","45.724198779","POINT (8.806241922 45.724198779)"
"C_nov 2019","2.819","S01084","LO","MI","Varedo","108045","Varedo","Milano Nord Bovisa - Seve","1030","220","17","2360","135","2360","0","0","135","0","0","2019","Fer","Invernale","9.153183844","45.595435441","POINT (9.153183844 45.595435441)"
"C_nov 2020","326","S01949","EM","PC","SARMATO","33042","Sarmato","ALESS.-PIACENZA","0","0","0","10","11","0","10","0","0","11","0","2020","Feriale","Invernale","0.949110168","4.506299749","POINT (9.49110168 45.06299749)"
"C_nov 2021","2.747","S01764","LO","CO","Como Nord Borghi","13075","Como","Saronno - Como","520","840","9","1980","66","0","1780","210","0","61","5","2021","Feriale","Invernale","0.909095794","45.804910086","POINT (9.09095794 45.804910086)"
"C_nov 2020","78","S01031","LO","VA","BUSTO ARSIZIO","12026","Busto Arsizio","DOMODOSSOLA-MILANO","390","300","25","1680","165","880","350","460","80","33","52","2020","Feriale","Invernale","8.865063882","45.616237821","POINT (8.865063882 45.616237821)"
"C_nov 2016","300","S01910","LO","LO","MALEO","98035","Maleo","CODOGNO-MANTOVA","10","10","3","30","23","0","30","0","0","22","1","2016","Fer","Invernale","9.755227418","45.170199162","POINT (9.755227418 45.170199162)"
"C_nov 2021","2.801","S01135","LO","MI","Rescaldina","15181","Rescaldina","Saronno - Novara","630","150","13","1460","76","0","1460","0","0","76","0","2021","Feriale","Invernale","8.946679489","45.622159013","POINT (8.946679489 45.622159013)"
"C_nov 2015","31","S00248","PI","NO","NOVARA","3106","Novara","TORINO-MILANO","610","1040","11","2670","84","2480","190","0","74","10","0","2015","Fer","Invernale","0.086249717","4.545129662","POINT (8.6249717 45.45129662)"
"C_Luglio2023","305","S01915","LO","CR","CREMONA","19036","Cremona","CODOGNO-MANTOVA","390","310","15","2110","110","0","940","1180","0","88","22","2023","Feriale","estivo","10.017983096","45.143301262","POINT (10.017983096 45.143301262)"
"C_nov 2017","288","S01866","LO","PV","S.CRISTINA E BISSONE","18139","Santa Cristina e Bissone","PAVIA-CASALPUST.","50","10","5","120","28","0","120","0","0","28","0","2017","Fer","Invernale","9.401036576","45.160614144","POINT (9.401036576 45.160614144)"
"C_nov 2017","33","S00271","LO","PV","PALESTRO","18107","Palestro","VERCELLI-PAVIA","50","10","5","90","28","0","90","0","0","28","0","2017","Fer","Invernale","8.534545108","45.307350574","POINT (8.534545108 45.307350574)"
"C_nov 2016","2.783","S01066","LO","MI","Milano Nord Cadorna","15146","Milano","Milano Nord Cadorna - Sar","2520","19940","61","42530","462","13490","20720","8330","153","200","109","2016","Fer","Invernale","9.175179183","45.468514231","POINT (9.175179183 45.468514231)"
"C_nov 2020","33","S00271","LO","PV","PALESTRO","18107","Palestro","VERCELLI-PAVIA","10","10","2","10","15","0","10","0","0","15","0","2020","Feriale","Invernale","8.534545108","45.307350574","POINT (8.534545108 45.307350574)"
"C_nov 2016","80","S01034","LO","MI","CANEGRATE","15046","Canegrate","DOMODOSSOLA-MILANO","890","210","9","1970","75","1870","100","0","74","1","0","2016","Fer","Invernale","8.926634655","45.569313656","POINT (8.926634655 45.569313656)"
"C_nov 2016","2.857","S01647","LO","MI","MILANO P.G. PASS.","15146","Milano","PASSANTE","2900","6670","40","21470","361","21470","0","0","361","0","0","2016","Fer","Invernale","9.185954917","45.484354097","POINT (9.185954917 45.484354097)"
"C_nov 2022","213","S01537","LO","BG","GRUMELLO DEL MONTE","16120","Grumello del Monte","LECCO-BRESCIA","120","60","4","560","34","0","560","0","0","34","0","2022","Feriale","Invernale","0.986279802","45.634179821","POINT (9.86279802 45.634179821)"
"C_nov 2019","205","S01526","LO","BG","PONTIDA","16171","Pontida","LECCO-BRESCIA","110","20","4","310","32","0","310","0","0","32","0","2019","Fer","Invernale","9.511662206","45.730161398","POINT (9.511662206 45.730161398)"
"C_nov 2015","2.728","S01771","LO","BS","Capo di Ponte","17035","Capo di Ponte","Breno - Edolo","20","10","3","60","17","0","40","30","0","4","13","2015","Fer","Invernale","10.346501697","46.030817614","POINT (10.346501697 46.030817614)"
"C_Novembre2023","323","S01945","LO","PV","STRADELLA","18153","Stradella","ALESS.-PIACENZA","90","40","3","480","32","0","480","0","0","32","0","2023","Feriale","Invernale","9.300895387","45.079551322","POINT (9.300895387 45.079551322)"
